Sammanfattning;Försvarsstrukturutredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 kan//VB|PRS|AKT//aux//3 sammantaget//AB//nsubj//3 konstatera//VB|INF|AKT//ROOT//3 att//SN//mark//21 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 modell//NN|UTR|SIN|IND|NOM//nsubj:pass//21 för//PP//case//8 styrning//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 uppföljning//NN|UTR|SIN|IND|NOM//conj//8 av//PP//case//12 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//10 inom//PP//case//17 ramen//NN|UTR|SIN|DEF|NOM//fixed//13 för//PP//fixed//13 fastställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//17 verksamhetsgrenar//NN|UTR|PLU|IND|NOM//obl//21 inte//AB//advmod//21 har//VB|PRS|AKT//aux//21 kunnat//VB|SUP|AKT//aux//21 användas//VB|INF|SFO//ccomp//3 för//PP//case//23 redovisning//NN|UTR|SIN|IND|NOM//obl//21 och//KN//cc//25 analys//NN|UTR|SIN|IND|NOM//conj//23 av//PP//case//29 det//DT|NEU|SIN|DEF//det//29 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 stödbehovet//NN|NEU|SIN|DEF|NOM//nmod//25 .//MID//punct//3
Sammanfattning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//57 trots//PP//mark//39 att//SN//mark//39 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 ansvarsförhållanden//NN|NEU|PLU|IND|NOM//nsubj//39 för//PP//case//38 respektive//AB//amod//38 verksamhetsgren//NN|UTR|SIN|IND|NOM//nmod//35 finns//VB|PRS|SFO//acl//31 beskrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//39 i//PP//case//43 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 arbetsordning//NN|UTR|SIN|IND|NOM//obl//40 .//MAD//punct//31
Sammanfattning;Några//DT|UTR/NEU|PLU|IND//det//48 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//47 utpekade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//48 ansvarsförhållanden//NN|NEU|PLU|IND|NOM//appos//31 för//PP//case//52 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//52 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 anslag//NN|NEU|PLU|IND|NOM//nmod//48 har//VB|PRS|AKT//aux//57 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//57 inte//AB//advmod//57 kunnat//VB|SUP|AKT//aux//57 identifiera//VB|INF|AKT//parataxis//3 .//MAD//punct//57
Sammanfattning;Detta//DT|NEU|SIN|DEF//det//60 förhållande//NN|NEU|SIN|IND|NOM//nsubj//61 blir//VB|PRS|AKT//parataxis//57 särskilt//AB//advmod//63 tydligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//61 i//PP//case//65 redovisningen//NN|UTR|SIN|DEF|NOM//obl//61 inom//PP//case//71 ramen//NN|UTR|SIN|DEF|NOM//fixed//66 för//PP//fixed//66 de//DT|UTR/NEU|PLU|DEF//det//71 två//RG|NOM//nummod//71 delarna//NN|UTR|PLU|DEF|NOM//obl//61
Sammanfattning;Forskning//NN|UTR|SIN|IND|NOM//nsubj:pass//22 och//KN//cc//2 Utveckling//NN|UTR|SIN|IND|NOM//conj//0 samt//KN//cc//5  //_SP////3 Logistik//NN|UTR|SIN|IND|NOM//conj//0 och//KN//cc//7 materiel//NN|UTR|SIN|IND|NOM//conj//5 och//KN//cc//10 materielrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 processer//NN|UTR|PLU|IND|NOM//conj//5 ,//MID//punct//15 där//HA//advmod//15 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 redovisningar//NN|UTR|PLU|IND|NOM//conj//5 inom//PP//case//17 anslagen//NN|NEU|PLU|DEF|NOM//nmod//15 1:3//RG|NOM//advmod//0 och//KN//fixed//18 1:4//RG|NOM//nsubj:pass//22 delvis//AB//advmod//22 utgörs//VB|PRS|SFO//ROOT//22 av//PP//case//25 samma//DT|UTR/NEU|SIN/PLU|IND//det//25 kostnader//NN|UTR|PLU|IND|NOM//obl:agent//22 ,//MID//punct//33 vilket//HP|NEU|SIN|IND//nsubj:pass//33 i//PP//advmod//33 och//KN//fixed//28 för//PP//fixed//28 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//28 har//VB|PRS|AKT//aux//33 identifierats//VB|SUP|SFO//acl:relcl//25 och//KN//cc//35 påtalats//VB|SUP|SFO//conj//33 i//PP//case//37 redovisningen//NN|UTR|SIN|DEF|NOM//obl//35 .//MAD//punct//22
Sammanfattning;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//7 i//PP//advmod//7 stället//NN|NEU|SIN|DEF|NOM//fixed//2 i//PP//case//6 sin//PS|UTR|SIN|DEF//nmod:poss//6 redovisning//NN|UTR|SIN|IND|NOM//obl//7 valt//VB|SUP|AKT//ROOT//7 att//IE//mark//9 utgå//VB|INF|AKT//xcomp//7 från//PP//case//11 anslagsindelningen//NN|UTR|SIN|DEF|NOM//obl//9  //_SP////11 som//KN//mark//14 utgångspunkt//NN|UTR|SIN|IND|NOM//acl:relcl//11 för//PP//case//16 analys//NN|UTR|SIN|IND|NOM//obl//14 och//KN//cc//18 bedömningar//NN|UTR|PLU|IND|NOM//conj//16 av//PP//case//22 det//DT|NEU|SIN|DEF//det//22 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 stödbehovet//NN|NEU|SIN|DEF|NOM//nmod//18 .//MAD//punct//7
Sammanfattning;Anslagsindelningen//NN|UTR|SIN|DEF|NOM//nsubj//27 har//VB|PRS|AKT//aux//27 därvid//AB//advmod//27 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//7 brutits//VB|SUP|SFO//xcomp//7 ned//PL//advmod//28 i//PP//case//32 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 områden//NN|NEU|PLU|IND|NOM//obl//28 eller//KN//cc//34 delar//NN|UTR|PLU|IND|NOM//conj//32 till//PP//case//38 vilka//HD|UTR/NEU|PLU|IND//det//38 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 processer//NN|UTR|PLU|IND|NOM//nmod//34 inom//PP//case//42 den//DT|UTR|SIN|DEF//det//42 s.k.//AB|AN//amod//42 stödverksamheten//NN|UTR|SIN|DEF|NOM//nmod//38 har//VB|PRS|AKT//aux//44 kopplats//VB|SUP|SFO//conj//7 .//MID//punct//7
Sammanfattning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//47 bedöms//VB|PRS|SFO//parataxis//7 ha//VB|INF|AKT//aux//49 medfört//VB|SUP|AKT//xcomp//47 ,//MID//punct//49 som//HA//nsubj//52 framgår//VB|PRS|AKT//acl:relcl//49 ovan//AB//advmod//52 ,//MID//punct//52 att//SN//mark//59 verksamheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//57 anslagsbelastning//NN|UTR|SIN|IND|NOM//nsubj//59  //_SP////57 har//VB|PRS|AKT//ccomp//7 överordnats//VB|SUP|SFO//amod//61 verksamhetsgrenarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//62 innehåll//NN|NEU|SIN|IND|NOM//obj//59  //_SP////62 och//KN//cc//70 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//70 är//VB|PRS|AKT//cop//70 inte//AB//advmod//70 utan//PP//case//70 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 svårigheter//NN|UTR|PLU|IND|NOM//conj//59 som//HP|-|-|-//obj//75 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//75 har//VB|PRS|AKT//aux//75 kunnat//VB|SUP|AKT//aux//75 redovisa//VB|INF|AKT//acl:relcl//70 vilka//HD|UTR/NEU|PLU|IND//det//77 verksamheter//NN|UTR|PLU|IND|NOM//obj//75 och//KN//cc//79 processer//NN|UTR|PLU|IND|NOM//conj//77 som//HP|-|-|-//nsubj//81 belastar//VB|PRS|AKT//acl:relcl//79 respektive//AB//amod//83 anslag//NN|NEU|PLU|IND|NOM//obj//81 .//MAD//punct//7
Sammanfattning;Att//SN//mark//87 därtill//AB//advmod//87 kostnader//NN|UTR|PLU|IND|NOM//xcomp//7 för//PP//case//90 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 aktiviteter//NN|UTR|PLU|IND|NOM//nmod//87 eller//KN//cc//95 (//PAD//punct//95 del-)processer//PM|NOM//nsubj//95 är//VB|PRS|AKT//cop//95 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//87 i//PP//case//97 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//95 (//PAD//punct//100 del-)processers//RG|NOM//nmod:poss//100 kostnad//NN|UTR|SIN|IND|NOM//nsubj//104 inom//PP//case//103 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//103 anslag//NN|NEU|PLU|IND|NOM//nmod//100 gör//VB|PRS|AKT//conj//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//104 svårt//JJ|POS|NEU|SIN|IND|NOM//xcomp//104 att//IE//mark//108 få//VB|INF|AKT//acl//106 en//DT|UTR|SIN|IND//det//110 helhetssyn//NN|UTR|SIN|IND|NOM//obj//108 samtidigt//AB//mark//115 som//HA//fixed//111 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//115 är//VB|PRS|AKT//cop//115 svårt//JJ|POS|NEU|SIN|IND|NOM//advcl//108 att//IE//mark//117 utröna//VB|INF|AKT//csubj//115 vem//HP|UTR|SIN|IND//dislocated//120 som//HP|-|-|-//nsubj//120 har//VB|PRS|AKT//ccomp//117 ett//DT|NEU|SIN|IND//det//123 entydigt//JJ|POS|NEU|SIN|IND|NOM//amod//123 ansvar//NN|NEU|SIN|IND|NOM//obj//120 för//PP//case//125 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//123 .//MAD//punct//7
Sammanfattning;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//128 slutsats//NN|UTR|SIN|IND|NOM//parataxis//7 är//VB|PRS|AKT//cop//128 att//SN//mark//135 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//133 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 verksamheter//NN|UTR|PLU|IND|NOM//nsubj//135 är//VB|PRS|AKT//cop//135 svåröverblickbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//128 i//PP//case//138 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//138 avseenden//NN|NEU|PLU|IND|NOM//obl//135 ,//MID//punct//135 bl.a.//AB|AN//advmod//142 vad//HP|NEU|SIN|IND//nsubj//142 gäller//VB|PRS|AKT//conj//135 styrning//NN|UTR|SIN|IND|NOM//obj//142 ,//MID//punct//145 ansvar//NN|NEU|SIN|IND|NOM//conj//143  //_SP////145 och//KN//cc//148 redovisning//NN|UTR|SIN|IND|NOM//conj//143 .//MAD//punct//7

