Socialdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 6//RO|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obl//1 1997//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//xcomp//1 en//DT|UTR|SIN|IND//det//9 kommitté//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//11 uppdrag//NN|NEU|SIN|IND|NOM//nmod//9 att//IE//mark//13 bedöma//VB|INF|AKT//acl//9 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 ,//MID//punct//16 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 ,//MID//punct//18 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 och//KN//cc//20 djurs//NN|NEU|PLU|IND|GEN//conj//14 kyddsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 aspekter//NN|UTR|PLU|IND|NOM//obj//13 av//PP//case//24 överföring//NN|UTR|SIN|IND|NOM//nmod//22 av//PP//case//26 organ//NN|NEU|SIN|IND|NOM//nmod//24 ,//MID//punct//28 vävnad//NN|UTR|SIN|IND|NOM//conj//26 eller//KN//cc//30 celler//NN|UTR|PLU|IND|NOM//conj//26 från//PP//case//32 djur//NN|NEU|PLU|IND|NOM//nmod//30 till//PP//case//34 människa//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//1
Socialdepartementet;Den//DT|UTR|SIN|DEF//det//38 10//RG|NOM//nummod//38 november//NN|UTR|SIN|IND|NOM//appos//1 1997//RG|NOM//nummod//38 förordnade//VB|PRT|AKT//conj//1 chefen//NN|UTR|SIN|DEF|NOM//obj//40 för//PP//case//43 Socialdepartementet//NN|NEU|SIN|DEF|NOM//nmod//41 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//45 Bertil//PM|NOM//nmod//41 Persson//PM|NOM//flat:name//45 till//PP//case//48 ordförande//NN|UTR|SIN|IND|NOM//obl//40 i//PP//case//50 kommittén//NN|UTR|SIN|DEF|NOM//obl//40 .//MAD//punct//1
Socialdepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//53 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//54 förordnades//VB|PRT|SFO//parataxis//1 som//KN//mark//56 ledamöter//NN|UTR|PLU|IND|NOM//xcomp//54 i//PP//case//61 kommittén//NN|UTR|SIN|DEF|NOM//det//60 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 riksdagsledamöterna//NN|UTR|PLU|DEF|NOM//nmod//61 Ingrid//PM|NOM//nmod//56 Andersson//PM|NOM//flat:name//61 och//KN//cc//64 Karin//PM|NOM//conj//61 Israelsson//PM|NOM//flat:name//64 och//KN//cc//71 som//HP|-|-|-//case//71 sakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 professor//NN|UTR|SIN|IND|NOM//nmod//71 emeritus//NN|UTR|SIN|IND|NOM//nmod//71 Sven-Erik//PM|NOM//conj//61 Bergentz//PM|NOM//flat:name//71 ,//MID//punct//74 överläkaren//NN|UTR|SIN|DEF|NOM//nmod//75 Annika//PM|NOM//appos//54 Hallberg//PM|NOM//flat:name//75 Tibell//PM|NOM//flat:name//75 ,//MID//punct//75 Huddinge//PM|GEN//det//80 sjukhus//NN|NEU|SIN|IND|NOM//conj//75 ,//MID//punct//75 professorn//NN|UTR|SIN|DEF|NOM//nmod//83 Göran//PM|NOM//appos//75 Hermerén//PM|NOM//flat:name//83 ,//MID//punct//87 Lunds//PM|GEN//nmod:poss//87 universitet//NN|NEU|SIN|IND|NOM//conj//75 ,//MID//punct//75 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//90 Lena//PM|NOM//appos//75 Jonsson//PM|NOM//flat:name//90 ,//MID//punct//90 Socialdepartementet//NN|NEU|SIN|DEF|NOM//conj//75 ,//MID//punct//75 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//96 Erik//PM|NOM//appos//75 Nordenfelt//PM|NOM//flat:name//96 ,//MID//punct//75 Smittskyddsinstitutet//NN|NEU|SIN|DEF|NOM//conj//75 ,//MID//punct//75 professorn//NN|UTR|SIN|DEF|NOM//nmod//102 Kerstin//PM|NOM//appos//75 Olsson//PM|NOM//flat:name//102 ,//MID//punct//75 Sveriges//PM|GEN//nmod:poss//106 lantbruksuniversitet//NN|NEU|SIN|IND|NOM//conj//75 ,//MID//punct//106 professorn//NN|UTR|SIN|DEF|NOM//conj//75 Bo//PM|NOM//flat:name//75 Samuelsson//PM|NOM//flat//75 ,//MID//punct//75 Göteborgs//PM|GEN//nmod:poss//113 universitet//NN|NEU|SIN|IND|NOM//conj//75 ,//MID//punct//75 docenten//NN|UTR|SIN|DEF|NOM//nmod//116 Margareta//PM|NOM//appos//54 Sanner//PM|NOM//flat:name//116 ,//MID//punct//119 Uppsala//PM|GEN//amod//120 universitet//NN|NEU|SIN|IND|NOM//conj//116 och//KN//cc//122 f.//NN|AN//conj//116 d.//NN|AN//punct//116 lagmannen//NN|UTR|SIN|DEF|NOM//nmod//125 Carl-Edvard//PM|NOM//nmod//116 Sturkell//PM|NOM//flat:name//125 .//MAD//punct//1
Socialdepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 1//RO|NOM//nummod//5 januari//NN|UTR|SIN|IND|NOM//obl//20 1998//RG|NOM//nummod//7 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//appos//5 Stefan//PM|NOM//flat:name//7 Reimer//PM|NOM//flat//8 och//KN//cc//11 transplantationskoordinatorn//NN|UTR|SIN|DEF|NOM//conj//7 Marie//PM|NOM//conj//7 Omnell//PM|NOM//flat//12 Persson//PM|NOM//flat//12 .//MAD//punct//5
Socialdepartementet;Chefsöverläkaren//NN|UTR|SIN|DEF|NOM//nmod//17 Nils//PM|NOM//nsubj//20 H.//PM|NOM//flat:name//17 Persson//PM|NOM//flat:name//17 förordnades//VB|PRT|SFO//advcl//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//22 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//20 att//IE//mark//24 biträda//VB|INF|AKT//acl//22 kommittén//NN|UTR|SIN|DEF|NOM//obj//24 och//KN//cc//28 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//28 sekretariat//NN|NEU|PLU|IND|NOM//conj//25 .//MAD//punct//2
Socialdepartementet;Kommittén//NN|UTR|SIN|DEF|NOM//ROOT//0 ,//MID//punct//0 som//HP|-|-|-//nsubj//3 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//5 Xenotransplantationskommittén//NN|UTR|SIN|DEF|NOM//obj//3 ,//MID//punct//9 får//VB|PRS|AKT//aux//9 härmed//AB//advmod//9 överlämna//VB|INF|AKT//amod//22 betänkandet//NN|NEU|SIN|DEF|NOM//obj//9 Från//PP//case//13 en//DT|UTR|SIN|IND//det//13 art//NN|UTR|SIN|IND|NOM//obl//9 till//PP//case//16 en//DT|UTR|SIN|IND//det//16 annantransplantation//NN|UTR|SIN|IND|NOM//obl//9 från//PP//case//18 djur//NN|NEU|PLU|IND|NOM//nmod//16 till//PP//case//20 människa//NN|UTR|SIN|IND|NOM//obl//9 (//PAD//punct//9 SOU//PM|NOM//appos//0 1999//RG|NOM//nummod//22 ://MID//punct//22
Socialdepartementet;120//RG|NOM//nummod//22 )//PAD//punct//22 .//MAD//punct//0
Socialdepartementet;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 härmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Socialdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 oktober//NN|UTR|SIN|IND|NOM//obl//0 1999//RG|NOM//nummod//2
Socialdepartementet;Bertil//PM|NOM//ROOT//0 Persson//PM|NOM//flat:name//0 /Stefan//RG|NOM//case//3 Reimer//PM|NOM//nmod//0
Socialdepartementet;Marie//PM|NOM//ROOT//0 Omnell//PM|NOM//flat//0 Persson//PM|NOM//flat:name//0
