Allmänt;Det//DT|NEU|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//11 ifråga//AB//mark//5 om//PP//fixed//3 misstänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//2 och//KN//cc//7 tilltalade//VB|PRT|AKT//conj//5 barns//NN|NEU|PLU|IND|GEN//nmod:poss//9 rättigheter//NN|UTR|PLU|IND|NOM//obj//7 kan//VB|PRS|AKT//aux//11 tyckas//VB|INF|SFO//ROOT//11 gediget//AB|POS//xcomp//11 .//MAD//punct//11
Allmänt;Utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 tydlig//JJ|POS|UTR|SIN|IND|NOM//parataxis//11 .//MAD//punct//16
Allmänt;I//PP//case//19 takt//NN|UTR|SIN|IND|NOM//obl//16 med//PP//mark//28 att//SN//mark//28 kunskapen//NN|UTR|SIN|DEF|NOM//nsubj//28 om//PP//case//26 barns//NN|NEU|PLU|IND|GEN//nmod:poss//26 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 behov//NN|NEU|PLU|IND|NOM//nmod//22 m.m.//AB|AN//conj//22 ökar//VB|PRS|AKT//acl//19 förädlas//VB|PRS|SFO//xcomp//28 också//AB//advmod//29 de//DT|UTR/NEU|PLU|DEF//det//33 processuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 verktygen//NN|NEU|PLU|DEF|NOM//nsubj:pass//29 .//MAD//punct//16
Allmänt;Barnperspektivet//NN|NEU|SIN|DEF|NOM//nsubj//41 har//VB|PRS|AKT//aux//41 med//PP//case//38 åren//NN|NEU|PLU|DEF|NOM//obl//41 kommit//VB|SUP|AKT//aux//41 att//IE//mark//41 få//VB|INF|AKT//parataxis//16 en//DT|UTR|SIN|IND//det//45 allt//AB//advmod//44 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 roll//NN|UTR|SIN|IND|NOM//obj//41 i//PP//case//49 ett//DT|NEU|SIN|IND//det//49 straffrättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//49 förfarande//NN|NEU|SIN|IND|NOM//obl//41 .//MAD//punct//41
Allmänt;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//58 är//VB|PRS|AKT//cop//58 i//PP//case//54 grunden//NN|UTR|SIN|DEF|NOM//obl//58 inte//AB//advmod//58 någon//DT|UTR|SIN|IND//det//58 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//58 företeelse//NN|UTR|SIN|IND|NOM//parataxis//41 ://MID//punct//58
Allmänt;I//PP//case//61 botten//NN|UTR|SIN|DEF|NOM//obl//41 är//VB|PRS|AKT//cop//65 rättigheterna//NN|UTR|PLU|DEF|NOM//nsubj//65 sällan//AB//advmod//65 unika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//41 för//PP//case//69 den//DT|UTR|SIN|DEF//det//69 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 rättsordningen//NN|UTR|SIN|DEF|NOM//obl//65 .//MAD//punct//16
Allmänt;Tvärtom//AB//advmod//72 återfinns//VB|PRS|SFO//conj//16 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//72 i//PP//case//77 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//77 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 normer//NN|UTR|PLU|IND|NOM//obl//72 .//MAD//punct//72
Allmänt;Barnkonventionen//NN|UTR|SIN|DEF|NOM//nsubj//86 och//KN//cc//81 europakonventionen//NN|UTR|SIN|DEF|NOM//conj//79 är//VB|PRS|AKT//cop//86 här//AB//advmod//82 två//RG|NOM//nummod//86 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 exempel//NN|NEU|PLU|IND|NOM//parataxis//72 .//MAD//punct//72
Allmänt;Barnkonventionen//NN|UTR|SIN|DEF|NOM//nsubj//89 tar//VB|PRS|AKT//parataxis//72 explicit//AB|POS//amod//91 sikte//NN|NEU|SIN|IND|NOM//obj//89 på//PP//mark//94 att//IE//mark//94 upprätthålla//VB|INF|AKT//advcl//89 barns//NN|NEU|PLU|IND|GEN//nmod:poss//96 rättigheter//NN|UTR|PLU|IND|NOM//obj//94 ,//MID//punct//89 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//99 omfattar//VB|PRS|AKT//conj//16 bl.a.//AB|AN//advmod//99 normer//NN|UTR|PLU|IND|NOM//obj//99 som//HP|-|-|-//nsubj//103 tar//VB|PRS|AKT//acl:relcl//101 sikte//NN|NEU|SIN|IND|NOM//obj//103 på//PP//case//106 barn//NN|NEU|PLU|IND|NOM//obl//103 som//HP|-|-|-//nsubj//109 är//VB|PRS|AKT//cop//109 misstänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//106 eller//KN//cc//111 tilltalade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//109 för//PP//case//113 brott//NN|NEU|PLU|IND|NOM//obl//111 .//MAD//punct//16
Allmänt;Europadomstolen//PM|NOM//nsubj//116 har//VB|PRS|AKT//conj//16 ,//MID//punct//116 i//PP//case//120 sin//PS|UTR|SIN|DEF//nmod:poss//120 tolkning//NN|UTR|SIN|IND|NOM//obl//126 av//PP//case//122 europakonventionen//NN|UTR|SIN|DEF|NOM//nmod//120 ,//MID//punct//126 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//125 gånger//NN|UTR|PLU|IND|NOM//obl//126 framhållit//VB|SUP|AKT//advcl//116 att//SN//mark//130 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//130 bör//VB|PRS|AKT//aux//130 vidta//VB|INF|AKT//ccomp//126 åtgärder//NN|UTR|PLU|IND|NOM//obj//130 för//PP//mark//134 att//IE//mark//134 tillgodose//VB|INF|AKT//advcl//130 barns//NN|NEU|PLU|IND|GEN//nmod:poss//137 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//137 behov//NN|NEU|PLU|IND|NOM//obj//134 i//PP//case//139 egenskap//NN|UTR|SIN|IND|NOM//obl//134 av//PP//case//141 brottsmisstänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//139 eller//KN//cc//143 tilltalade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//134 .//MAD//punct//126
Allmänt;I//PP//case//147 Europadomstolens//PM|GEN//nmod:poss//147 praxis//NN|UTR|SIN|IND|NOM//obl//148 lyser//VB|PRS|AKT//parataxis//126 barnperspektivet//NN|NEU|SIN|DEF|NOM//obj//148 ofta//AB|POS//advmod//148 igenom//PL//compound:prt//148 när//HA//case//155 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//152 gäller//VB|PRS|AKT//fixed//152 rätten//NN|UTR|SIN|DEF|NOM//obl//148 till//PP//case//159 en//DT|UTR|SIN|IND//det//159 rättvis//JJ|POS|UTR|SIN|IND|NOM//amod//159 rättegång//NN|UTR|SIN|IND|NOM//nmod//155 .//MAD//punct//16
