Sammanfattning;Enligt//PP//case//2 vår//PS|UTR|SIN|DEF//nmod:poss//2 uppfattning//NN|UTR|SIN|IND|NOM//obl//3 uppfyller//VB|PRS|AKT//ROOT//3 förbudsregeln//NN|UTR|SIN|DEF|NOM//obj//3 i//PP//case//6 lagen//NN|UTR|SIN|DEF|NOM//obl//3 om//PP//case//8 likabehandling//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//10 studenter//NN|UTR|PLU|IND|NOM//nmod//8 i//PP//case//12 högskolan//NN|UTR|SIN|DEF|NOM//nmod//10 de//DT|UTR/NEU|PLU|DEF//det//14 krav//NN|NEU|PLU|IND|NOM//obj//3 på//PP//case//16 skydd//NN|NEU|SIN|IND|NOM//nmod//14 mot//PP//case//18 repressalier//NN|UTR|PLU|IND|NOM//nmod//14 som//HP|-|-|-//obj//21 direktiven//NN|NEU|PLU|DEF|NOM//nsubj//21 ställer//VB|PRS|AKT//acl:relcl//18 .//MAD//punct//3
Sammanfattning;I//PP//advmod//27 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//23 måste//VB|PRS|AKT//aux//27 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//27 vidtas//VB|INF|SFO//conj//3 för//PP//mark//30 att//IE//mark//30 genomföra//VB|INF|AKT//advcl//27 repressalieförbudet//NN|NEU|SIN|DEF|NOM//obj//30 på//PP//case//36 alla//DT|UTR/NEU|PLU|IND/DEF//det//36 de//DT|UTR/NEU|PLU|DEF//det//36 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 samhällsområdena//NN|NEU|PLU|DEF|NOM//nmod//31 .//MAD//punct//3

12.3 Hur förbudet skall utformas;Ett//DT|NEU|SIN|IND//det//2 civilrättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//2 förbud//NN|NEU|SIN|IND|NOM//ROOT//2
12.3 Hur förbudet skall utformas;Medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//1 får//VB|PRS|AKT//aux//7 enligt//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//5 direktiven//NN|NEU|PLU|DEF|NOM//obl//7 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 avgöra//VB|INF|AKT//ROOT//7 vilken//HD|UTR|SIN|IND//det//9 form//NN|UTR|SIN|IND|NOM//obj//7 av//PP//case//11 skyddsbestämmelser//NN|UTR|PLU|IND|NOM//nmod//9 som//HP|-|-|-//nsubj:pass//14 skall//VB|PRS|AKT//aux//14 införas//VB|INF|SFO//acl:relcl//9 och//KN//cc//20 vilka//HD|UTR/NEU|PLU|IND//det//17 sanktioner//NN|UTR|PLU|IND|NOM//dislocated//20 som//HP|-|-|-//nsubj:pass//20 skall//VB|PRS|AKT//aux//20 tillämpas//VB|INF|SFO//conj//7 på//PP//case//22 överträdelser//NN|UTR|PLU|IND|NOM//obl//20 av//PP//case//24 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//22 .//MAD//punct//7
12.3 Hur förbudet skall utformas;I//PP//case//28 kapitel//NN|NEU|SIN|IND|NOM//nmod//28 13//RG|NOM//obl//29 föreslår//VB|PRS|AKT//parataxis//7 vi//PN|UTR|PLU|DEF|SUB//nsubj//29 att//SN//mark//38 skadestånd//NN|NEU|SIN|IND|NOM//nsubj//38 och//KN//cc//34 ogiltighet//NN|UTR|SIN|IND|NOM//conj//32 skall//VB|PRS|AKT//aux//38 vara//VB|INF|AKT//cop//38 de//DT|UTR/NEU|PLU|DEF//det//38 påföljder//NN|UTR|PLU|IND|NOM//obj//29 som//HP|-|-|-//nsubj//41 kan//VB|PRS|AKT//aux//41 komma//VB|INF|AKT//acl:relcl//38 i//PP//compound:prt//41 fråga//NN|UTR|SIN|IND|NOM//fixed//42 .//MAD//punct//7
12.3 Hur förbudet skall utformas;Beträffande//PP//amod//1 skyddsbestämmelser//NN|UTR|PLU|IND|NOM//obl//2 framgår//VB|PRS|AKT//ROOT//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 i//PP//case//5 ingresserna//NN|UTR|PLU|DEF|NOM//obl//2 till//PP//case//7 direktiven//NN|NEU|PLU|DEF|NOM//obl//2 endast//AB//advmod//2 att//SN//mark//13 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 skall//VB|PRS|AKT//aux//13 vara//VB|INF|AKT//cop//13 fråga//NN|UTR|SIN|IND|NOM//ccomp//2 om//PP//case//17 lämpligt//JJ|POS|NEU|SIN|IND|NOM//advmod//16 rättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//17 skydd//NN|NEU|SIN|IND|NOM//obl//13 (//PAD//punct//2 jfr//VB|AN//parataxis//2 punkt//NN|UTR|SIN|IND|NOM//obj//19 20//RG|NOM//nummod//23 respektive//AB//cc//21 30//RG|NOM//obl//19 )//PAD//punct//2 .//MAD//punct//2
12.3 Hur förbudet skall utformas;Ett//DT|NEU|SIN|IND//det//27 skydd//NN|NEU|SIN|IND|NOM//nsubj//33 kan//VB|PRS|AKT//aux//33 i//PP//advmod//33 och//KN//fixed//29 för//PP//fixed//29 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//29 bestå//VB|INF|AKT//parataxis//2 av//PP//case//35 regler//NN|UTR|PLU|IND|NOM//obl//33 som//HP|-|-|-//nsubj//37 förebygger//VB|PRS|AKT//acl:relcl//35 dålig//JJ|POS|UTR|SIN|IND|NOM//amod//40 psykosocial//JJ|POS|UTR|SIN|IND|NOM//amod//40 miljö//NN|UTR|SIN|IND|NOM//obj//37 ,//MID//punct//40 t.ex.//AB|AN//advmod//44 inom//PP//case//44 arbetslivet//NN|NEU|SIN|DEF|NOM//obl//37 och//KN//cc//46 utbildningsområdet//NN|NEU|SIN|DEF|NOM//conj//44 .//MID//punct//2
12.3 Hur förbudet skall utformas;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//49 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//52 är//VB|PRS|AKT//cop//52 ofta//AB|POS//advmod//52 sanktionerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 med//PP//case//55 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 påföljder//NN|UTR|PLU|IND|NOM//obl//52 ,//MID//punct//52 t.ex.//AB|AN//advmod//58 avgifter//NN|UTR|PLU|IND|NOM//appos//52 och//KN//cc//60 vite//NN|NEU|SIN|IND|NOM//conj//58 ,//MID//punct//2 och//KN//cc//65 får//VB|PRS|AKT//aux//65 därmed//AB//advmod//65 anses//VB|INF|SFO//conj//2 ge//VB|INF|AKT//xcomp//65 visst//JJ|POS|NEU|SIN|IND|NOM//amod//68 skydd//NN|NEU|SIN|IND|NOM//obj//66 mot//PP//mark//75 att//SN//mark//75 trakasserier//NN|NEU|PLU|IND|NOM//nsubj//75 och//KN//cc//74 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 handlingar//NN|UTR|PLU|IND|NOM//conj//71 förekommer//VB|PRS|AKT//advcl//66 .//MAD//punct//75
12.3 Hur förbudet skall utformas;Huruvida//SN//mark//80 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 regler//NN|UTR|PLU|IND|NOM//nsubj//80 har//VB|PRS|AKT//csubj//90 tillräckligt//AB|POS//advmod//82 stor//JJ|POS|UTR|SIN|IND|NOM//amod//83 effekt//NN|UTR|SIN|IND|NOM//obj//80 när//HA//case//87 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//84 gäller//VB|PRS|AKT//fixed//84 repressalier//NN|UTR|PLU|IND|NOM//obl//80 är//VB|PRS|AKT//cop//90 dock//AB//advmod//90 osäkert//JJ|POS|NEU|SIN|IND|NOM//xcomp//75 .//MAD//punct//75
12.3 Hur förbudet skall utformas;Under//PP//case//94 alla//DT|UTR/NEU|PLU|IND/DEF//det//94 omständigheter//NN|UTR|PLU|IND|NOM//obl//96 är//VB|PRS|AKT//cop//96 svagheten//NN|UTR|SIN|DEF|NOM//parataxis//75 att//SN//mark//100 reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//100 kan//VB|PRS|AKT//aux//100 uppfattas//VB|INF|SFO//acl//96 som//KN//mark//102 svårtillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//100 därför//HA//mark//109 att//SN//fixed//103 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//109 ofta//AB|POS//advmod//109 är//VB|PRS|AKT//cop//109 allmänt//AB|POS//advmod//109 hållna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//100 och//KN//cc//112 inte//AB//advmod//112 tar//VB|PRS|AKT//conj//109 sikte//NN|NEU|SIN|IND|NOM//obj//112 på//PP//case//116 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//116 fall//NN|NEU|PLU|IND|NOM//obl//112 .//MID//punct//2
