Sammanfattning och slutsatser;Detta//DT|NEU|SIN|DEF//det//1 kapital//NN|NEU|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 försökt//VB|SUP|AKT//ROOT//3 att//IE//mark//5 beskriva//VB|INF|AKT//xcomp//3 problemen//NN|NEU|PLU|DEF|NOM//obj//5 med//PP//mark//9 att//IE//mark//9 identifiera//VB|INF|AKT//advcl//5 diskriminering//NN|UTR|SIN|IND|NOM//obj//9 med//PP//case//13 kvantitativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 metoder//NN|UTR|PLU|IND|NOM//nmod//10 .//MAD//punct//3
Sammanfattning och slutsatser;Kärnan//NN|UTR|SIN|DEF|NOM//nsubj//18 i//PP//case//17 problemet//NN|NEU|SIN|DEF|NOM//nmod//15 är//VB|PRS|AKT//parataxis//3 att//SN//mark//22 etnicitet//NN|UTR|SIN|IND|NOM//nsubj//22 inte//AB//advmod//22 går//VB|PRS|AKT//ccomp//18 att//IE//mark//24 manipulera//VB|INF|AKT//csubj//22 på//PP//case//27 kort//JJ|POS|UTR|SIN|IND|NOM//amod//27 sikt//NN|UTR|SIN|IND|NOM//obl//24 eller//KN//cc//30 att//IE//mark//30 randomisera//VB|INF|AKT//conj//24 över//PP//case//34 en//DT|UTR|SIN|IND//det//33 grupp//NN|UTR|SIN|IND|NOM//nmod//34 försökspersoner//NN|UTR|PLU|IND|NOM//obl//30 .//MAD//punct//18
Sammanfattning och slutsatser;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 innebär//VB|PRS|AKT//parataxis//18 att//SN//mark//42 vi//PN|UTR|PLU|DEF|SUB//nsubj//42 inte//AB//advmod//42 kan//VB|PRS|AKT//aux//42 ställa//VB|INF|AKT//ccomp//37 den//DT|UTR|SIN|DEF//det//45 kontrafaktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//45 frågan//NN|UTR|SIN|DEF|NOM//obj//42 –//RG|NOM//punct//50 skulle//VB|PRT|AKT//aux//50 behandlingen//NN|UTR|SIN|DEF|NOM//nsubj//50 vara//VB|INF|AKT//cop//50 annorlunda//AB//conj//37 om//PP//case//53 samma//DT|UTR/NEU|SIN/PLU|IND//det//53 person//NN|UTR|SIN|IND|NOM//nsubj//54 hade//VB|PRT|AKT//advcl//50 en//DT|UTR|SIN|IND//det//57 annan//JJ|POS|UTR|SIN|IND|NOM//amod//57 etnicitet//NN|UTR|SIN|IND|NOM//obj//54 ?//MAD//punct//18
Sammanfattning och slutsatser;Empiriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 analyser//NN|UTR|PLU|IND|NOM//nsubj//7 av//PP//case//3 enkät-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//5 registerdata//NN|NEU|PLU|IND|NOM//conj//3 kan//VB|PRS|AKT//aux//7 ge//VB|INF|AKT//ROOT//7 värdefull//JJ|POS|UTR|SIN|IND|NOM//amod//9 information//NN|UTR|SIN|IND|NOM//obj//7 om//PP//mark//11 betingade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//7 korrelationer//NN|UTR|PLU|IND|NOM//obj//11 mellan//PP//case//16 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 grupper//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//19 ett//DT|NEU|SIN|IND//det//19 arbetsmarknadsutfall//NN|NEU|SIN|IND|NOM//conj//16 .//MAD//punct//7
Sammanfattning och slutsatser;Analysen//NN|UTR|SIN|DEF|NOM//nsubj//27 har//VB|PRS|AKT//aux//27 således//AB//advmod//27 en//DT|UTR|SIN|IND//det//27 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//27 beskrivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 funktion//NN|UTR|SIN|IND|NOM//parataxis//7 som//HP|-|-|-//nsubj//29 visar//VB|PRS|AKT//acl:relcl//27 att//SN//mark//45 trots//PP//case//32 skillnader//NN|UTR|PLU|IND|NOM//obl//45 ,//MID//punct//35 i//PP//case//35 humankapital//NN|NEU|SIN|IND|NOM//nmod//32 eller//KN//cc//37 sortering//NN|UTR|SIN|IND|NOM//conj//35 till//PP//case//41 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 sorts//NN|UTR|SIN|IND|GEN//nmod:poss//41 yrken//NN|NEU|PLU|IND|NOM//nmod//37 och//KN//cc//43 branscher//NN|UTR|PLU|IND|NOM//conj//41 ,//MID//punct//32 fortsätter//VB|PRS|AKT//ccomp//29 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 grupper//NN|UTR|PLU|IND|NOM//obj//45 att//IE//mark//50 uppvisa//VB|INF|AKT//acl//48 signifikanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 skillnader//NN|UTR|PLU|IND|NOM//obj//50 till//PP//case//54 majoritetsgruppen//NN|UTR|SIN|DEF|NOM//obl//50 i//PP//advmod//50 bland//PP//case//58 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//58 sysselsättning//NN|UTR|SIN|IND|NOM//obl//50 ,//MID//punct//60 arbetslöshet//NN|UTR|SIN|IND|NOM//conj//58 och//KN//cc//62 inkomster//NN|UTR|PLU|IND|NOM//conj//58 .//MAD//punct//7
Sammanfattning och slutsatser;Men//KN//cc//68 eftersom//SN//mark//68 information//NN|UTR|SIN|IND|NOM//nsubj:pass//68 oftast//AB|SUV//advmod//68 saknas//VB|PRS|SFO//conj//7 om//PP//case//72 alla//DT|UTR/NEU|PLU|IND/DEF//det//72 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 egenskaper//NN|UTR|PLU|IND|NOM//obl//68 ,//MID//punct//72 som//HP|-|-|-//nsubj:pass//76 kan//VB|PRS|AKT//aux//76 tänkas//VB|INF|SFO//acl:relcl//72 påverka//VB|INF|AKT//xcomp//76 ett//DT|NEU|SIN|IND//det//80 visst//JJ|POS|NEU|SIN|IND|NOM//amod//80 arbetsmarknadsutfall//NN|NEU|SIN|IND|NOM//obj//77 ,//MID//punct//84 är//VB|PRS|AKT//cop//84 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//84 svårt//JJ|POS|NEU|SIN|IND|NOM//conj//68 att//IE//mark//88 med//PP//case//87 säkerhet//NN|UTR|SIN|IND|NOM//obl//88 hävda//VB|INF|AKT//csubj//84 att//SN//mark//93 skillnader//NN|UTR|PLU|IND|NOM//nsubj//93 i//PP//case//92 utfall//NN|NEU|SIN|IND|NOM//nmod//90 beror//VB|PRS|AKT//ccomp//88 på//PP//case//95 diskriminering//NN|UTR|SIN|IND|NOM//obl//93 .//MAD//punct//7
Sammanfattning och slutsatser;I//PP//case//1 brist//NN|UTR|SIN|IND|NOM//obl//7 på//PP//case//4 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 data//NN|NEU|PLU|IND|NOM//nmod//1 kan//VB|PRS|AKT//aux//7 forskare//NN|UTR|PLU|IND|NOM//nsubj//7 analysera//VB|INF|AKT//ROOT//7 diskriminering//NN|UTR|SIN|IND|NOM//obj//7 på//PP//case//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 urval//NN|NEU|PLU|IND|NOM//nmod//8 av//PP//case//13 personer//NN|UTR|PLU|IND|NOM//nmod//11 ,//MID//punct//18 där//HA//advmod//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 teoretiskt//AB|POS//advmod//18 går//VB|PRS|AKT//acl:relcl//8 att//IE//mark//20 motivera//VB|INF|AKT//csubj//18 att//SN//mark//31 det//DT|NEU|SIN|DEF//det//24 vanligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//24 förklaringar//NN|UTR|PLU|IND|NOM//nsubj//31 till//PP//case//26 skillnader//NN|UTR|PLU|IND|NOM//nmod//24 i//PP//case//28 utfall//NN|NEU|PLU|IND|NOM//nmod//26 inte//AB//advmod//31 är//VB|PRS|AKT//cop//31 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//20 .//MAD//punct//68
Sammanfattning och slutsatser;Genom//PP//mark//36 att//IE//mark//36 bättre//AB|KOM//advmod//36 förstå//VB|INF|AKT//advcl//68 processerna//NN|UTR|PLU|DEF|NOM//obj//36 som//HP|-|-|-//nsubj:pass//39 undersöks//VB|PRS|SFO//acl:relcl//37 (//PAD//punct//41 anställningar//NN|UTR|PLU|IND|NOM//appos//39 ,//MID//punct//43 befordringar//NN|UTR|PLU|IND|NOM//conj//41 ,//MID//punct//45 löneförhandlingar//NN|UTR|PLU|IND|NOM//conj//41 )//PAD//punct//41 kan//VB|PRS|AKT//aux//51 samtidigt//AB//advmod//51 välspecificerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//50 modeller//NN|UTR|PLU|IND|NOM//nsubj:pass//51 utvecklas//VB|INF|SFO//conj//39 ,//MID//punct//51 som//HP|-|-|-//nsubj//54 utesluter//VB|PRS|AKT//acl:relcl//51 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 rimliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 förklaringar//NN|UTR|PLU|IND|NOM//obj//54 än//KN//mark//59 diskriminering//NN|UTR|SIN|IND|NOM//acl//57 som//KN//nsubj//61 orsak//NN|UTR|SIN|IND|NOM//acl:relcl//59 till//PP//case//63 gruppskillnader//NN|UTR|PLU|IND|NOM//obl//61 .//MAD//punct//36
Sammanfattning och slutsatser;På//PP//case//67 så//AB//amod//67 sätt//NN|NEU|SIN|IND|NOM//obl//68 kommer//VB|PRS|AKT//advcl//7 analysen//NN|UTR|SIN|DEF|NOM//nsubj//73 närmare//AB|KOM//advmod//73 en//DT|UTR|SIN|IND//det//73 kausal//JJ|POS|UTR|SIN|IND|NOM//amod//73 tolkning//NN|UTR|SIN|IND|NOM//obj//68 mellan//PP//case//75 etnicitet//NN|UTR|SIN|IND|NOM//nmod//73 och//KN//cc//80 ett//DT|NEU|SIN|IND//det//80 signifikant//AB|POS//advmod//79 skild//PC|PRF|UTR|SIN|IND|NOM//amod//80 arbetsmarknadsutfall//NN|UTR|SIN|IND|NOM//conj//75 .//MAD//punct//7
Sammanfattning och slutsatser;En//DT|UTR|SIN|IND//det//83 nollhypotes//NN|UTR|SIN|IND|NOM//parataxis//7 om//PP//mark//87 att//SN//mark//87 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//87 förekommer//VB|PRS|AKT//advcl//83 kan//VB|PRS|AKT//aux//90 då//AB//advmod//90 lägga//VB|INF|AKT//xcomp//87 bevisbördan//NN|UTR|SIN|DEF|NOM//obj//90 ,//MID//punct//90 att//IE//mark//94 utveckla//VB|INF|AKT//advcl//90 rimliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 förklaringar//NN|UTR|PLU|IND|NOM//obj//94 till//PP//case//100 signifikanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 skillnader//NN|UTR|PLU|IND|NOM//obl//94 mellan//PP//case//103 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//103 grupper//NN|UTR|PLU|IND|NOM//nmod//100 ,//MID//punct//87 på//PP//case//106 motståndare//NN|UTR|PLU|IND|NOM//obl//87 till//PP//case//108 diskriminering//NN|UTR|SIN|IND|NOM//nmod//106 .//MAD//punct//7
Sammanfattning och slutsatser;Ingen//DT|UTR|SIN|IND//det//2 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//2 studie//NN|UTR|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//ROOT//3 möjlighet//NN|UTR|SIN|IND|NOM//obj//3 att//IE//mark//7 entydigt//AB|POS//advmod//7 bevisa//VB|INF|AKT//acl//4 förekomsten//NN|UTR|SIN|DEF|NOM//obj//7 av//PP//case//10 diskriminering//NN|UTR|SIN|IND|NOM//nmod//8 generellt//AB|POS//advmod//7 i//PP//case//13 samhället//NN|NEU|SIN|DEF|NOM//obl//11 .//MAD//punct//3
