
1 Inledning (1);Den//DT|UTR|SIN|DEF//det//2 22//RG|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 1975//RG|NOM//nummod//2 avslöjade//VB|PRT|AKT//ROOT//4 Aftonbladet//PM|NOM//nsubj//4 att//SN//mark//8 säkerhetspolisen//NN|UTR|SIN|DEF|NOM//nsubj//8 hade//VB|PRT|AKT//ccomp//4 en//DT|UTR|SIN|IND//det//10 agent//NN|UTR|SIN|IND|NOM//obj//8 placerad//PC|PRF|UTR|SIN|IND|NOM//acl//10 inom//PP//case//14 Göteborgs//PM|GEN//nmod:poss//14 sjukvårdsförvaltning//NN|UTR|SIN|IND|NOM//obl//11 .//MID//punct//4
1 Inledning (1);Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 var//VB|PRT|AKT//cop//19 naturligtvis//AB//advmod//19 uppseendeväckande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//4 i//PP//case//21 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//19 ,//MID//punct//32 men//KN//cc//32 då//HA//mark//32 justitieminister//NN|UTR|SIN|IND|NOM//nmod//26 Lennart//PM|NOM//nsubj//32 Geijer//PM|NOM//nsubj//32 efter//PP//case//30 några//DT|UTR/NEU|PLU|IND//det//30 dagar//NN|UTR|PLU|IND|NOM//obl//31 offentligt//AB|POS//advmod//32 förnekade//VB|PRT|AKT//conj//19 uppgifterna//NN|UTR|PLU|DEF|NOM//obj//32 ,//MID//punct//32 började//VB|PRT|AKT//conj//4 rykten//NN|NEU|PLU|IND|NOM//nsubj//35 cirkulera//VB|INF|AKT//xcomp//35 om//PP//mark//53 att//SN//mark//53 den//DT|UTR|SIN|DEF//det//43 hemliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 underättelsetjänsten//NN|UTR|SIN|DEF|NOM//nsubj//53 IB//PM|NOM//nmod//43 tillsammans//AB//advmod//47 med//PP//case//47 personer//NN|UTR|PLU|IND|NOM//nmod//43 inom//PP//case//51 det//DT|NEU|SIN|DEF//det//51 socialdemokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 partiet//NN|NEU|SIN|DEF|NOM//nmod//47 var//VB|PRT|AKT//cop//53 involverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//37 .//MAD//punct//53
1 Inledning (1);Efter//PP//case//57 någon//DT|UTR|SIN|IND//det//57 vecka//NN|UTR|SIN|IND|NOM//obl//58 gjordes//VB|PRT|SFO//conj//53 den//DT|UTR|SIN|DEF//det//61 första//RO|NOM//amod//61 utredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//58 som//HP|-|-|-//nsubj//63 slog//VB|PRT|AKT//acl:relcl//61 fast//PL//compound:prt//63 att//SN//mark//70 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//70 trots//PP//advmod//69 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//67 var//VB|PRT|AKT//cop//70 säkerhetspolisen//NN|UTR|SIN|DEF|NOM//ccomp//63 som//HP|-|-|-//nsubj//72 låg//VB|PRT|AKT//acl:relcl//70 bakom//PL//case//74 agenten//NN|UTR|SIN|DEF|NOM//obl//72 och//KN//cc//78 att//SN//mark//78 orsaken//NN|UTR|SIN|DEF|NOM//nsubj//78 varit//VB|SUP|AKT//conj//53 att//IE//mark//80 undersöka//VB|INF|AKT//ccomp//78 kopplingar//NN|UTR|PLU|IND|NOM//obj//80 mellan//PP//case//87 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 sjukvårdsanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//87 och//KN//cc//86 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//84 terror-organisationer//NN|UTR|PLU|IND|NOM//nmod//81 .//MAD//punct//4
1 Inledning (1);Samtidigt//AB//advmod//92 hade//VB|PRT|AKT//aux//92 händelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//92 anmälts//VB|SUP|SFO//advcl//4 till//PP//case//95 justitieombudsmannen//NN|UTR|SIN|DEF|NOM//nmod//95 Gunnar//PM|NOM//obl//92 Thyresson//PM|NOM//flat:name//95 .//MAD//punct//92
1 Inledning (1);I//PP//case//99 april//NN|UTR|SIN|IND|NOM//obl//101 1976//RG|NOM//nummod//99 lade//VB|PRT|AKT//conj//92 JO//PM|NOM//nsubj//101 fram//PL//compound:prt//101 sin//PS|UTR|SIN|DEF//nmod:poss//105 utredning//NN|UTR|SIN|IND|NOM//obj//101 .//MID//punct//4
1 Inledning (1);Han//PN|UTR|SIN|DEF|SUB//nsubj//108 fann//VB|PRT|AKT//parataxis//4 att//SN//mark//112 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//112 var//VB|PRT|AKT//cop//112 sant//JJ|POS|NEU|SIN|IND|NOM//ccomp//108 att//SN//mark//115 SÄPO//PM|NOM//nsubj//115 begärt//VB|SUP|AKT//csubj//112 att//IE//mark//117 få//VB|INF|AKT//xcomp//115 en//DT|UTR|SIN|IND//det//119 kontaktman//NN|UTR|SIN|IND|NOM//obj//117 vid//PP//case//121 förvaltningen//NN|UTR|SIN|DEF|NOM//obl//117 men//KN//cc//127 kunde//VB|PRT|AKT//aux//127 i//PP//advmod//127 övrigt//AB|POS//fixed//124 inte//AB//advmod//127 skapa//VB|INF|AKT//conj//108 full//JJ|POS|UTR|SIN|IND|NOM//amod//129 klarhet//NN|UTR|SIN|IND|NOM//obj//127 kring//PP//case//131 händelserna//NN|UTR|PLU|DEF|NOM//nmod//129 .//MAD//punct//108
1 Inledning (1);Han//PN|UTR|SIN|DEF|SUB//nsubj//134 ansåg//VB|PRT|AKT//conj//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//134 dock//AB//advmod//139 inte//AB//advmod//139 kunna//VB|INF|AKT//aux//139 rikta//VB|INF|AKT//xcomp//134 någon//DT|UTR|SIN|IND//det//141 kritik//NN|UTR|SIN|IND|NOM//obj//139 mot//PP//case//145 de//DT|UTR/NEU|PLU|DEF//det//145 inblandade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//145 tjänstemännen//NN|UTR|PLU|DEF|NOM//obl//139 .//MAD//punct//134
1 Inledning (1);Efter//PP//case//2 viss//JJ|POS|UTR|SIN|IND|NOM//amod//2 debatt//NN|UTR|SIN|IND|NOM//obl//8 i//PP//case//4 massmedia//NN|NEU|PLU|IND|NOM//nmod//2 på//PP//case//6 hösten//NN|UTR|SIN|DEF|NOM//nmod//2 1977//RG|NOM//nummod//6 utreddes//VB|PRT|SFO//ROOT//8 saken//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 på//PP//compound:prt//8 nytt//AB|POS//fixed//10 ,//MID//punct//8 denna//DT|UTR|SIN|DEF//det//14 gång//NN|UTR|SIN|IND|NOM//appos//8 av//PP//case//16 justitiekansler//NN|UTR|SIN|IND|NOM//nmod//14 Ingvar//PM|NOM//flat//16 Gullnäs//PM|NOM//flat:name//17 .//MAD//punct//8
1 Inledning (1);Resultatet//NN|NEU|SIN|DEF|NOM//nsubj//28 ,//MID//punct//20 som//HP|-|-|-//nsubj:pass//23 presenterades//VB|PRT|SFO//acl:relcl//20 i//PP//case//25 maj//NN|UTR|SIN|IND|NOM//obl//23 1979//RG|NOM//nummod//25 ,//MID//punct//20 gav//VB|PRT|AKT//parataxis//8 enligt//PP//case//30 utredaren//NN|UTR|SIN|DEF|NOM//obl//28 själv//JJ|POS|UTR|SIN|IND|NOM//amod//30 inte//AB//advmod//28 ett//DT|NEU|SIN|IND//det//35 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 svar//NN|NEU|SIN|IND|NOM//obj//28 på//PP//case//37 frågorna//NN|UTR|PLU|DEF|NOM//nmod//35 om//PP//mark//43 vad//HP|NEU|SIN|IND//dislocated//43 som//HP|-|-|-//nsubj:pass//43 egentligen//AB//advmod//43 hade//VB|PRT|AKT//aux//43 utspelats//VB|SUP|SFO//acl//35 i//PP//case//43
1 Inledning (1);Göteborg//PM|NOM//nsubj:pass//12 .//MAD//punct//0
1 Inledning (1);En//DT|UTR|SIN|IND//det//3 bilaga//NN|UTR|SIN|IND|NOM//appos//0 till//PP//case//5 utredningen//NN|UTR|SIN|DEF|NOM//nmod//3 ,//MID//punct//5 som//HP|-|-|-//nsubj//8 behandlade//VB|PRT|AKT//acl:relcl//5 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//10 IBinblandning//NN|UTR|SIN|IND|NOM//obj//8 ,//MID//punct//3 hemligstämplades//VB|PRT|SFO//ROOT//12 .//MID//punct//12
