Stärkt meddelarskydd för privatanställda i offentligt finansierad verksamhet;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 meddelarskydd//NN|NEU|SIN|IND|NOM//nmod//2 för//PP//case//6 privatanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//4 i//PP//case//10 offentligt//AB|POS//advmod//9 finansierad//PC|PRF|UTR|SIN|IND|NOM//amod//10 verksamhet//NN|UTR|SIN|IND|NOM//nmod//0
Stärkt meddelarskydd för privatanställda i offentligt finansierad verksamhet;Stockholm//PM|NOM//ROOT//0 2013//RG|NOM//nummod//0

Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 28//RG|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obj//1 2012//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 utreda//VB|INF|AKT//acl//12 frågan//NN|UTR|SIN|DEF|NOM//obj//14 om//PP//mark//20 hur//HA//advmod//20 ett//DT|NEU|SIN|IND//det//20 stärkt//PC|PRF|NEU|SIN|IND|NOM//amod//20 meddelarskydd//NN|NEU|SIN|IND|NOM//acl//15 för//PP//case//22 privatanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//20 i//PP//case//26 offentligt//AB|POS//advmod//25 finansierad//PC|PRF|UTR|SIN|IND|NOM//amod//26 verksamhet//NN|UTR|SIN|IND|NOM//obl//20 och//KN//cc//44 då//AB//advmod//44 framför//PP//case//30 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//28 i//PP//case//33 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//33 verksamhet//NN|UTR|SIN|IND|NOM//nmod//30 som//HP|-|-|-//nsubj//35 avser//VB|PRS|AKT//acl:relcl//33 vård//NN|UTR|SIN|IND|NOM//obj//35 ,//MID//punct//38 skola//NN|UTR|SIN|IND|NOM//conj//36 och//KN//cc//40 omsorg//NN|UTR|SIN|IND|NOM//conj//36 ,//MID//punct//44 ska//VB|PRS|AKT//aux//44 kunna//VB|INF|AKT//aux//44 utformas//VB|INF|SFO//conj//20 (//PAD//punct//44 dir//NN|AN//appos//44 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;2012:76//RG|NOM//obl//1 )//PAD//punct//48 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 förordnades//VB|PRT|SFO//ROOT//3 från//PP//case//9 och//KN//fixed//4 med//PP//case//9 den//DT|UTR|SIN|DEF//det//8 1//RO|NOM//nummod//9 september//NN|UTR|SIN|IND|NOM//obl//3 2012//RG|NOM//nummod//9 kammarrättspresidenten//NN|UTR|SIN|DEF|NOM//nmod//12 Margareta//PM|NOM//obl//3 Åberg//PM|NOM//flat:name//12 .//MAD//punct//3
Till statsrådet och chefen för Justitiedepartementet;Som//KN//mark//1 experter//NN|UTR|PLU|IND|NOM//obl//5 att//IE//mark//3 biträda//VB|INF|AKT//acl//1 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 förordnades//VB|PRT|SFO//ROOT//5 från//PP//case//11 och//KN//cc//11 med//PP//case//11 den//DT|UTR|SIN|DEF//det//11 21//RG|NOM//nummod//11 november//NN|UTR|SIN|IND|NOM//obl//5 2012//RG|NOM//nummod//11 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//14 Anna//PM|NOM//appos//11 Barklund//PM|NOM//flat:name//14 ,//MID//punct//17 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//conj//14 ,//MID//punct//14 juristen//NN|UTR|SIN|DEF|NOM//nmod//20 Ylva//PM|NOM//conj//11 Ehn//PM|NOM//flat:name//20 ,//MID//punct//23 Socialstyrelsen//NN|UTR|SIN|DEF|NOM//conj//11 ,//MID//punct//23 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//26 Samuel//PM|NOM//conj//11 Engblom//PM|NOM//flat:name//26 ,//MID//punct//29 TCO//PM|NOM//conj//11 ,//MID//punct//29 förbundsjuristen//NN|UTR|SIN|DEF|NOM//nmod//32 Carita//PM|NOM//compound//33 Fallström//PM|NOM//conj//11 ,//MID//punct//33 Vårdförbundet//NN|NEU|SIN|DEF|NOM//conj//11 ,//MID//punct//35 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//38 Hedvig//PM|NOM//conj//11 Forsselius//PM|NOM//flat:name//38 ,//MID//punct//38 Arbetsmarknadsdepartementet//NN|NEU|SIN|DEF|NOM//conj//38 ,//MID//punct//38 arbetsrättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//44 Lars//PM|NOM//appos//11 Gellner//PM|NOM//flat:name//44 ,//MID//punct//44 Svenskt//JJ|POS|NEU|SIN|IND|NOM//compound//48 Näringsliv//NN|NEU|SIN|IND|NOM//conj//44 ,//MID//punct//48 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//51 Anna//PM|NOM//conj//44 Gralberg//PM|NOM//flat:name//51 ,//MID//punct//51 Socialdepartementet//NN|NEU|SIN|DEF|NOM//conj//44 ,//MID//punct//54 ämnesrådet//NN|NEU|SIN|DEF|NOM//conj//44 ,//MID//punct//44 numera//AB//advmod//59 rådmannen//NN|UTR|SIN|DEF|NOM//conj//11 ,//MID//punct//11 Maria//PM|NOM//conj//11 Hellberg//PM|NOM//flat:name//61 ,//MID//punct//64 Justitiedepartementet//PM|NOM//conj//61 ,//MID//punct//61 doktoranden//NN|UTR|SIN|DEF|NOM//nmod//67 Per//PM|NOM//nmod//61 Larsson//PM|NOM//flat//67 ,//MID//punct//71 Stockholms//PM|GEN//nmod:poss//71 Universitet//NN|NEU|SIN|IND|NOM//conj//61 ,//MID//punct//74 rättssakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//74 Johan//PM|NOM//conj//61 Ndure//PM|NOM//flat//74 ,//MID//punct//74 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//11 ,//MID//punct//77 förbundsjuristen//NN|UTR|SIN|DEF|NOM//nmod//80 Kirsi//PM|NOM//conj//11 Piispanen//PM|NOM//flat:name//80 ,//MID//punct//83 Lärarförbundet//PM|NOM//conj//80 ,//MID//punct//86 juristen//NN|UTR|SIN|DEF|NOM//nmod//86 Sofie//PM|NOM//conj//80 Rehnström//PM|NOM//flat:name//86 ,//MID//punct//89 LO//PM|NOM//conj//80 ,//MID//punct//91 rättssakkunnige//NN|NEU|SIN|IND|NOM//conj//80 ,//MID//punct//80 numera//AB//advmod//94 enhetschefen//NN|UTR|SIN|DEF|NOM//conj//80 ,//MID//punct//80 Annica//PM|NOM//conj//80 Runsten//PM|NOM//flat//96 ,//MID//punct//100 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//100 skolinspektion//NN|UTR|SIN|IND|NOM//conj//80 ,//MID//punct//80 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//103 Nils//PM|NOM//appos//80 Erik//PM|NOM//flat//103 Solberg//PM|NOM//flat:name//103 ,//MID//punct//80 SACO//PM|NOM//conj//80 ,//MID//punct//80 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//110 Jonas//PM|NOM//conj//11 Stenmo//PM|NOM//flat:name//110 ,//MID//punct//113 Almega//PM|NOM//conj//110 ,//MID//punct//113 juristen//NN|UTR|SIN|DEF|NOM//nmod//116 Alice//PM|NOM//conj//110 Teodorescu//PM|NOM//flat//116 ,//MID//punct//119 Företagarna//NN|UTR|PLU|DEF|NOM//conj//116 och//KN//cc//121 juristen//NN|UTR|SIN|DEF|NOM//conj//116 och//KN//cc//123 ombudsmannen//NN|UTR|SIN|DEF|NOM//nmod//124 Pär//PM|NOM//conj//110 Trehörning//PM|NOM//flat:name//124 ,//MID//punct//128 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//128 Journalistförbundet//NN|NEU|SIN|DEF|NOM//conj//110 .//MID//punct//11
Till statsrådet och chefen för Justitiedepartementet;Maria//PM|NOM//nsubj:pass//132 Hellberg//PM|NOM//flat:name//130 entledigades//VB|PRT|SFO//parataxis//11 från//PP//case//138 och//KN//fixed//133 med//PP//fixed//133 den//DT|UTR|SIN|DEF//det//138 11//RG|NOM//nummod//138 mars//NN|UTR|SIN|IND|NOM//obl//132 2013//RG|NOM//nummod//138 och//KN//cc//141 ersattes//VB|PRT|SFO//conj//132 samma//DT|UTR/NEU|SIN/PLU|IND//det//143 dag//NN|UTR|SIN|IND|NOM//obj//141 av//PP//case//149 rättssakkunnige//NN|UTR|PLU|DEF|NOM//amod//146 Katarina//PM|NOM//nmod:poss//149 Berglund-Siegbahn//PM|NOM//flat//146 ,//MID//punct//147 Justitiedepartementet//PM|NOM//nmod//143 .//MAD//punct//132
Till statsrådet och chefen för Justitiedepartementet;Från//PP//case//156 och//KN//fixed//151 med//PP//fixed//151 den//DT|UTR|SIN|DEF//det//156 15//RG|NOM//nummod//156 april//NN|UTR|SIN|IND|NOM//obl//158 2013//RG|NOM//nummod//156 förordnades//VB|PRT|SFO//parataxis//5 arbetsrättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//160 Göran//PM|NOM//nsubj:pass//158 Söderlöf//PM|NOM//flat:name//160 ,//MID//punct//164 Sveriges//PM|GEN//nmod:poss//164 Kommuner//NN|UTR|PLU|IND|NOM//conj//160 och//KN//cc//166 Landsting//NN|UTR|SIN|IND|NOM//conj//164 ,//MID//punct//169 som//KN//case//169 expert//NN|UTR|SIN|IND|NOM//conj//160 .//MAD//punct//5
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//1 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//10 att//IE//mark//3 ingå//VB|INF|AKT//acl//1 i//PP//compound:prt//3 till//PP//case//6 utredningen//NN|UTR|SIN|DEF|NOM//obl//3 knuten//PC|PRF|UTR|SIN|IND|NOM//case//9 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//9 referensgrupp//NN|UTR|SIN|IND|NOM//obl//3 förordnades//VB|PRT|SFO//ROOT//10 från//PP//case//16 och//KN//cc//16 med//PP//case//16 den//DT|UTR|SIN|DEF//det//16 21//RG|NOM//nummod//16 november//NN|UTR|SIN|IND|NOM//obl//10 2012//RG|NOM//punct//16 Phia//PM|NOM//nmod//23 Andersson//PM|NOM//flat//18 ,//MID//punct//21 Socialdemokraterna//NN|UTR|PLU|DEF|NOM//conj//18 ,//MID//punct//21 Gudrun//PM|NOM//obl//10 Brunegård//PM|NOM//flat:name//23 ,//MID//punct//26 Kristdemokraterna//NN|UTR|PLU|DEF|NOM//conj//23 ,//MID//punct//28 Jonas//PM|NOM//conj//23 Eklund//PM|NOM//flat//28 ,//MID//punct//28 Miljöpartiet//NN|NEU|SIN|DEF|NOM//conj//23 de//DT|UTR/NEU|PLU|DEF//det//35 gröna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 ,//MID//punct//33 Margareta//PM|NOM//dep//23 B//PM|NOM//flat:name//35 Kjellin//PM|NOM//flat:name//35 ,//MID//punct//35 Moderata//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 samlingspartiet//NN|NEU|SIN|DEF|NOM//conj//35 ,//MID//punct//35 Manfred//PM|NOM//conj//23 Löfvenhaft//PM|NOM//flat:name//42 ,//MID//punct//45 Folkpartiet//NN|NEU|SIN|DEF|NOM//conj//23 liberalerna//NN|UTR|PLU|DEF|NOM//flat//45 ,//MID//punct//48 Rickard//PM|NOM//conj//23 Nordin//PM|NOM//flat//48 ,//MID//punct//51 Centerpartiet//NN|NEU|SIN|DEF|NOM//conj//23 ,//MID//punct//53 Jonas//PM|NOM//conj//23 Rydfors//PM|NOM//flat:name//53 ,//MID//punct//56 Sverigedemokraterna//NN|UTR|PLU|DEF|NOM//conj//23 och//KN//cc//58 Karin//PM|NOM//conj//23 Rågsjö//PM|NOM//flat:name//58 ,//MID//punct//61 Vänsterpartiet//NN|NEU|SIN|DEF|NOM//conj//23 .//MAD//punct//10
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//4 från//PP//case//10 och//KN//cc//10 med//PP//case//10 den//DT|UTR|SIN|DEF//det//10 19//RG|NOM//nummod//10 oktober//NN|UTR|SIN|IND|NOM//nmod//14 2012//RG|NOM//nummod//12 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//14 Kristian//PM|NOM//nmod//14 Karlemon//PM|NOM//nsubj:pass//4 .//MAD//punct//4
