Till statsrådet Mats Odell;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 1//RO|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//1 2005//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 pröva//VB|INF|AKT//acl//12 om//SN//mark//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 är//VB|PRS|AKT//cop//18 lämpligt//JJ|POS|NEU|SIN|IND|NOM//advcl//1 att//SN//mark//28 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 utökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 möjligheter//NN|UTR|PLU|IND|NOM//nsubj:pass//28 till//PP//case//25 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 informationsutbyten//NN|NEU|PLU|IND|NOM//nmod//22 mellan//PP//case//27 myndigheter//NN|UTR|PLU|IND|NOM//nmod//25 införs//VB|PRS|SFO//csubj//18 .//MAD//punct//1
Till statsrådet Mats Odell;Samma//DT|UTR/NEU|SIN/PLU|IND//det//31 dag//NN|UTR|SIN|IND|NOM//obl//32 förordnades//VB|PRT|SFO//parataxis//1 regeringsrådet//NN|NEU|SIN|DEF|NOM//nmod//34 Nils//PM|NOM//nsubj//32 Dexe//PM|NOM//flat:name//34 som//KN//mark//38 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//38 utredare//NN|UTR|SIN|IND|NOM//xcomp//32 .//MAD//punct//1
Till statsrådet Mats Odell;Som//KN//case//1 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 25//RG|NOM//nummod//7 oktober//NN|UTR|SIN|IND|NOM//nmod//10 2005//RG|NOM//nummod//10 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 ,//MID//punct//10 numera//AB//advmod//13 kanslirådet//NN|NEU|SIN|DEF|NOM//appos//10 ,//MID//punct//15 Fredrik//PM|NOM//dep//4 Löfstedt//PM|NOM//flat//15 ,//MID//punct//15 och//KN//cc//19 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//15 Anne//PM|NOM//nmod//19 Wartin//PM|NOM//flat//20 .//MAD//punct//4
Till statsrådet Mats Odell;Den//DT|UTR|SIN|DEF//det//2 25//RG|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2005//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 vidare//AB|KOM//advmod//4 som//KN//mark//7 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//9 utredningen//NN|UTR|SIN|DEF|NOM//nmod//7 avdelningsdirektören//NN|UTR|SIN|DEF|NOM//nmod//11 Thomas//PM|NOM//dep//4 Falk//PM|NOM//flat:name//11 ,//MID//punct//11 handläggaren//NN|UTR|SIN|DEF|NOM//nmod//15 Inger//PM|NOM//conj//11 Fernholm//PM|NOM//flat:name//15 ,//MID//punct//11 verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//19 Johan//PM|NOM//appos//11 Klofeldt//PM|NOM//flat:name//19 ,//MID//punct//11 datarådet//NN|NEU|SIN|DEF|NOM//nmod//23 Hans-Olof//PM|NOM//appos//11 Lindblom//PM|NOM//flat:name//23 ,//MID//punct//23 rättslige//JJ|POS|MAS|SIN|DEF|NOM//amod//27 experten//NN|UTR|SIN|DEF|NOM//nmod//28 Jan//PM|NOM//flat:name//11 Nissén//PM|NOM//flat:name//28 ,//MID//punct//32 jur.//NN|AN//nmod//32 kand//NN|AN//conj//11 .//MID//punct//11
Till statsrådet Mats Odell;Helena//PM|NOM//appos//11 Rosén//PM|NOM//flat:name//34 Andersson//PM|NOM//flat:name//35 och//KN//cc//38 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//39 Jonas//PM|NOM//appos//34 Wiklund//PM|NOM//flat:name//39 .//MAD//punct//4
Till statsrådet Mats Odell;Därefter//AB//advmod//43 förordnades//VB|PRT|SFO//parataxis//4 även//AB//advmod//46 verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//46 Anna//PM|NOM//nsubj//43 Sjöstrand//PM|NOM//flat:name//46 som//KN//mark//49 expert//NN|UTR|SIN|IND|NOM//xcomp//43 i//PP//case//51 utredningen//NN|UTR|SIN|DEF|NOM//obl//43 .//MAD//punct//4
Till statsrådet Mats Odell;Den//DT|UTR|SIN|DEF//det//2 1//RO|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 2005//RG|NOM//nummod//2 anställdes//VB|PRT|SFO//ROOT//4 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//6 Bodil//PM|NOM//nsubj:pass//4 Svensson//PM|NOM//flat:name//6 som//KN//cc//6 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//4 .//MAD//punct//4
Till statsrådet Mats Odell;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//14 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//8 2005//RG|NOM//nummod//7 års//NN|NEU|SIN|IND|GEN//nmod:poss//8 informationsutbytesutredning//NN|UTR|SIN|IND|NOM//obj//4 (//PAD//punct//8 Fi//PM|NOM//appos//8 2005:08//RG|NOM//conj//8 )//PAD//punct//0 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//14 härmed//AB//advmod//14 sitt//PS|NEU|SIN|DEF//nmod:poss//17 betänkande//NN|NEU|SIN|IND|NOM//obj//14
Till statsrådet Mats Odell;Utökat//PC|PRF|NEU|SIN|IND|NOM//ROOT//0 elektroniskt//JJ|POS|NEU|SIN|IND|NOM//amod//2 informationsutbyte//NN|NEU|SIN|IND|NOM//obj//0 (//PAD//punct//4 SOU//PM|NOM//appos//2 2007:45//RG|NOM//obl//4 )//PAD//punct//4 .//MAD//punct//0
Till statsrådet Mats Odell;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//11 är//VB|PRS|AKT//cop//11 härmed//AB//advmod//11 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//0 .//MAD//punct//11
Till statsrådet Mats Odell;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 maj//NN|UTR|SIN|IND|NOM//obl//0 2007//RG|NOM//nummod//2
