Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 tillkallas//VB|PRS|SFO//nsubj:pass//24 med//PP//case//5 uppgift//NN|UTR|SIN|IND|NOM//obl//3 att//IE//mark//7 analysera//VB|INF|AKT//acl//5 och//KN//cc//9 lämna//VB|INF|AKT//conj//7 förslag//NN|NEU|SIN|IND|NOM//obj//9 på//PP//case//14 hur//HA//advmod//14 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 insatser//NN|UTR|PLU|IND|NOM//obl//7 för//PP//mark//17 att//IE//mark//17 förebygga//VB|INF|AKT//advcl//7 och//KN//cc//19 motverka//VB|INF|AKT//conj//17 vräkning//NN|UTR|SIN|IND|NOM//obj//17 av//PP//case//22 barnfamiljer//NN|UTR|PLU|IND|NOM//nmod//20 kan//VB|PRS|AKT//aux//24 utvecklas//VB|INF|SFO//ROOT//24 .//MAD//punct//24
Sammanfattning av uppdraget;Socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//37 ,//MID//punct//29 ansvar//NN|NEU|SIN|IND|NOM//conj//27 och//KN//cc//31 arbetsmetoder//NN|UTR|PLU|IND|NOM//conj//27 efter//PP//case//34 en//DT|UTR|SIN|IND//det//34 vräkning//NN|UTR|SIN|IND|NOM//nmod//27 skall//VB|PRS|AKT//aux//37 också//AB//advmod//37 ingå//VB|INF|AKT//parataxis//24 i//PP//case//39 uppdraget//NN|NEU|SIN|DEF|NOM//obl//37 .//MAD//punct//24
Sammanfattning av uppdraget;Även//AB//advmod//44 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 aktörers//NN|UTR|PLU|IND|GEN//nmod:poss//44 roll//NN|UTR|SIN|IND|NOM//nsubj:pass//52 och//KN//cc//46 ansvar//NN|NEU|SIN|IND|NOM//conj//44 i//PP//case//48 ärenden//NN|NEU|PLU|IND|NOM//nmod//46 om//PP//case//50 vräkning//NN|UTR|SIN|IND|NOM//nmod//44 skall//VB|PRS|AKT//aux//52 analyseras//VB|INF|SFO//parataxis//24 .//MAD//punct//24
Sammanfattning av uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//61 skall//VB|PRS|AKT//aux//61 utifrån//PP//case//58 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 regler//NN|UTR|PLU|IND|NOM//obl//61 och//KN//cc//60 praxis//NN|UTR|SIN|IND|NOM//conj//58 ta//VB|INF|AKT//conj//24 ställning//NN|UTR|SIN|IND|NOM//obj//61 till//PP//mark//66 om//SN//case//65 författningsändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//66 behövs//VB|PRS|SFO//advcl//61 och//KN//cc//71 i//PP//case//70 så//AB//amod//70 fall//NN|NEU|SIN|IND|NOM//obl//71 föreslå//VB|INF|AKT//conj//66 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//71 .//MAD//punct//24
Sammanfattning av uppdraget;Bakgrund//NN|UTR|SIN|IND|NOM//ROOT//0
Sammanfattning av uppdraget;Promemorian//NN|UTR|SIN|DEF|NOM//nmod:poss//3 Ekonomiskt//AB|POS//advmod//2 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 barn//NN|NEU|PLU|IND|NOM//ROOT//3
Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//1 arbetsgrupp//NN|UTR|SIN|IND|NOM//nsubj//5 inom//PP//case//3 Regeringskansliet//NN|NEU|SIN|DEF|NOM//nmod//1 har//VB|PRS|AKT//aux//5 haft//VB|SUP|AKT//ROOT//5 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 uppdrag//NN|NEU|SIN|IND|NOM//obj//5 att//IE//mark//9 göra//VB|INF|AKT//acl//7 en//DT|UTR|SIN|IND//det//11 översyn//NN|UTR|SIN|IND|NOM//obj//9 av//PP//case//13 situationen//NN|UTR|SIN|DEF|NOM//nmod//11 för//PP//case//15 barn//NN|NEU|PLU|IND|NOM//nmod//13 i//PP//case//19 ekonomiskt//AB|POS//advmod//18 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 familjer//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//5
Sammanfattning av uppdraget;I//PP//case//22 promemorian//NN|UTR|SIN|DEF|NOM//obl//24 Ekonomiskt//AB|POS//advmod//24 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 barn//NN|NEU|PLU|IND|NOM//obj//5 (//PAD//punct//25 Ds//PM|NOM//appos//25 2004:41//RG|NOM//conj//25 )//PAD//punct//5 uppmärksammas//VB|PRS|SFO//parataxis//5 bl.a.//AB|AN//advmod//30 situationen//NN|UTR|SIN|DEF|NOM//obj//30 för//PP//case//34 barn//NN|NEU|PLU|IND|NOM//nmod//32 i//PP//case//36 familjer//NN|UTR|PLU|IND|NOM//nmod//34 som//HP|-|-|-//nsubj//38 blir//VB|PRS|AKT//acl:relcl//36 vräkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//38 och//KN//cc//46 som//HP|-|-|-//nsubj//46 i//PP//case//44 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 fall//NN|NEU|PLU|IND|NOM//obl//46 dessutom//AB//advmod//46 blivit//VB|SUP|AKT//conj//38 hemlösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//46 samt//KN//cc//50 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 brister//NN|UTR|PLU|IND|NOM//conj//47 när//HA//case//55 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//51 gäller//VB|PRS|AKT//fixed//51 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 beaktande//NN|NEU|SIN|IND|NOM//advcl//46 av//PP//case//57 barnperspektivet//NN|NEU|SIN|DEF|NOM//nmod//55 vid//PP//case//59 handläggning//NN|UTR|SIN|IND|NOM//nmod//57 av//PP//case//62 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//62 bistånd//NN|NEU|SIN|IND|NOM//nmod//59 .//MAD//punct//5
Sammanfattning av uppdraget;Promemorian//NN|UTR|SIN|DEF|NOM//nsubj//65 lyfter//VB|PRS|AKT//parataxis//5 också//AB//advmod//65 fram//PL//advmod//65 de//DT|UTR/NEU|PLU|DEF//det//69 svårigheter//NN|UTR|PLU|IND|NOM//obj//65 som//HP|-|-|-//nsubj//71 finns//VB|PRS|SFO//acl:relcl//69 mellan//PP//case//76 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//76 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//76 enheter//NN|UTR|PLU|IND|NOM//obl//71 att//IE//mark//78 samordna//VB|INF|AKT//acl//76 arbetet//NN|NEU|SIN|DEF|NOM//obj//78 vilket//HP|NEU|SIN|IND//nsubj//84 i//PP//case//83 sin//PS|UTR|SIN|DEF//nmod:poss//83 tur//NN|UTR|SIN|IND|NOM//obl//84 medför//VB|PRS|AKT//acl:relcl//79 brister//NN|UTR|PLU|IND|NOM//obj//84 i//PP//case//87 helhetssynen//NN|UTR|SIN|DEF|NOM//nmod//85 på//PP//case//90 familjernas//NN|UTR|PLU|DEF|GEN//nmod:poss//90 situation//NN|UTR|SIN|IND|NOM//nmod//87 .//MAD//punct//5
Sammanfattning av uppdraget;Enligt//PP//case//1 promemorian//NN|UTR|SIN|DEF|NOM//obl//2 vräktes//VB|PRT|SFO//ROOT//2 cirka//AB//advmod//4 1//RG|NOM//nummod//5 000//RG|NOM//nummod//6 barnfamiljer//NN|UTR|PLU|IND|NOM//nsubj:pass//2 i//PP//case//8 Sverige//PM|NOM//nmod//6 år//NN|NEU|SIN|IND|NOM//nmod//10 2001//RG|NOM//obl//2 .//MAD//punct//2
Sammanfattning av uppdraget;I//PP//case//13 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//17 av//PP//case//16 dessa//DT|UTR/NEU|PLU|DEF//det//16 familjer//NN|UTR|PLU|IND|NOM//nmod//13 ingick//VB|PRT|AKT//parataxis//2 fler//PN|UTR/NEU|PLU|IND|SUB/OBJ//advmod//17 än//KN//fixed//18 ett//DT|NEU|SIN|IND//det//21 barn//NN|NEU|SIN|IND|NOM//obj//17 ,//MID//punct//24 vilket//HP|NEU|SIN|IND//nsubj//24 innebär//VB|PRS|AKT//acl:relcl//21 att//SN//mark//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 fanns//VB|PRT|SFO//ccomp//24 uppskattningsvis//AB//advmod//27 mellan//PP//case//31 1//RG|NOM//nummod//31 500//RG|NOM//nummod//34 och//KN//cc//31 2//RG|NOM//nummod//31 000//RG|NOM//nummod//35 barn//NN|NEU|PLU|IND|NOM//nsubj//27 vars//HS|DEF//nmod:poss//37 liv//NN|NEU|SIN|IND|NOM//nsubj:pass//38 påverkades//VB|PRT|SFO//acl:relcl//35 av//PP//case//41 en//DT|UTR|SIN|IND//det//41 vräkning//NN|UTR|SIN|IND|NOM//obl//38 år//NN|NEU|SIN|IND|NOM//nmod//43 2001//RG|NOM//nmod//41 .//MAD//punct//17
