Utrikesdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 bemyndigade//VB|PRT|AKT//ROOT//1 genom//PP//case//3 beslut//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//6 18//RG|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//nmod//8 2001//RG|NOM//nummod//8 chefen//NN|UTR|SIN|DEF|NOM//obl//1 för//PP//case//10 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//nmod//8 att//IE//mark//12 tillkalla//VB|INF|AKT//acl//8 en//DT|UTR|SIN|IND//det//14 kommission//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//16 uppgift//NN|UTR|SIN|IND|NOM//obl//12 att//IE//mark//18 utreda//VB|INF|AKT//acl//16 och//KN//cc//20 värdera//VB|INF|AKT//conj//18 hur//HA//advmod//26 den//DT|UTR|SIN|DEF//det//24 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 utrikesledningen//NN|UTR|SIN|DEF|NOM//nsubj//26 har//VB|PRS|AKT//aux//26 agerat//VB|SUP|AKT//ccomp//20 i//PP//case//28 Wallenbergärendet//PM|NOM//obl//26 (//PAD//punct//28 dir//NN|AN//appos//28 .//MAD//punct//1
Utrikesdepartementet;2001:71//RG|NOM//obl//1 )//PAD//punct//1 .//MAD//punct//1
Utrikesdepartementet;Med//PP//case//1 stöd//NN|NEU|SIN|IND|NOM//obl//5 av//PP//case//4 nämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 bemyndigande//NN|NEU|SIN|IND|NOM//nmod//1 utsågs//VB|PRT|SFO//ROOT//5 den//DT|UTR|SIN|DEF//det//8 19//RG|NOM//nummod//8 oktober//NN|UTR|SIN|IND|NOM//nsubj:pass//5 2001//RG|NOM//nummod//10 landshövdingen//NN|UTR|SIN|DEF|NOM//nmod//11 Ingemar//PM|NOM//obl//5 Eliasson//PM|NOM//flat:name//11 till//PP//case//14 ordförande//NN|UTR|SIN|IND|NOM//obl//5 i//PP//case//16 kommissionen//NN|UTR|SIN|DEF|NOM//obl//5 .//MAD//punct//5
Utrikesdepartementet;Den//DT|UTR|SIN|DEF//det//20 7//RO|NOM//nummod//20 december//NN|UTR|SIN|IND|NOM//nsubj:pass//22 2001//RG|NOM//nummod//20 förordnades//VB|PRT|SFO//parataxis//5 som//KN//case//27 ledamöter//NN|UTR|PLU|IND|NOM//nmod//26 professor//NN|UTR|SIN|IND|NOM//amod//26 Kristian//PM|NOM//nmod//27 Gerner//PM|NOM//obl//22 ,//MID//punct//27 professor//NN|UTR|SIN|IND|NOM//nmod//30 Christer//PM|NOM//appos//27 Jönsson//PM|NOM//flat:name//30 ,//MID//punct//30 fil//NN|AN//conj//30 .//MAD//punct//22
Utrikesdepartementet;dr//NN|AN//nmod//37 .//MAD//punct//35
Utrikesdepartementet;Birgit//PM|NOM//appos//5 Karlsson//PM|NOM//flat:name//37 ,//MID//punct//37 och//KN//cc//41 fil//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//37
Utrikesdepartementet;dr//NN|AN//conj//37 .//MAD//punct//43
Utrikesdepartementet;Gudrun//PM|NOM//conj//37 Persson//PM|NOM//flat:name//45 .//MAD//punct//37
Utrikesdepartementet;Som//KN//case//1 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//4 datum//NN|NEU|SIN|IND|NOM//nsubj:pass//2 professor//NN|UTR|SIN|IND|NOM//nmod//6 Hans//PM|NOM//dep//2 Fredrik//PM|NOM//flat//6 Dahl//PM|NOM//flat:name//7 samt//KN//cc//12 professor//NN|UTR|SIN|IND|NOM//nmod//11 Klaus//PM|NOM//nsubj:pass//12 Törnudd//PM|NOM//conj//6 .//MAD//punct//2
Utrikesdepartementet;För//PP//mark//4 att//IE//fixed//0 som//KN//mark//4 experter//NN|UTR|PLU|IND|NOM//nsubj//4 biträda//VB|INF|AKT//advcl//6 kommissionen//NN|UTR|SIN|DEF|NOM//obj//4 förordnades//VB|PRT|SFO//ROOT//6 fil//NN|AN//advmod//6 .//MAD//punct//6
Utrikesdepartementet;mag//NN|AN//punct//6 .//MID//punct//9
Utrikesdepartementet;Olof//PM|NOM//nsubj//9 Kronvall//PM|NOM//flat:name//11 ,//MID//punct//14 fil//NN|AN//conj//11 .//MID//punct//11
Utrikesdepartementet;lic//NN|AN//conj//9 .//MID//punct//16
Utrikesdepartementet;Ulf//PM|NOM//conj//6 Larsson//PM|NOM//flat:name//18 ,//MID//punct//21 fil//NN|AN//conj//18 .//MID//punct//18
Utrikesdepartementet;dr//NN|AN//discourse//25 .//MAD//punct//23
Utrikesdepartementet;Paul//PM|NOM//parataxis//6 Levine//PM|NOM//flat:name//25 ,//MID//punct//28 fil//NN|AN//conj//25 .//MAD//punct//25
Utrikesdepartementet;kand//NN|AN//conj//25 .//MID//punct//30
Utrikesdepartementet;Magnus//PM|NOM//conj//25 Petersson//PM|NOM//flat:name//32 ,//MID//punct//35 fil//NN|AN//conj//32 .//MAD//punct//32
Utrikesdepartementet;kand//NN|AN//conj//25 .//MID//punct//37
Utrikesdepartementet;Lars//PM|NOM//conj//25 Ulfving//PM|NOM//flat//39 och//KN//cc//43 professor//NN|UTR|SIN|IND|NOM//nmod//43 Kent//PM|NOM//conj//39 Zetterberg//PM|NOM//flat:name//43
Utrikesdepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 19//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//nsubj:pass//2 2001//RG|NOM//nummod//7 fil//NN|AN//nmod//5 .//MAD//punct//5
Utrikesdepartementet;dr//NN|AN//discourse//11 .//MAD//punct//9
Utrikesdepartementet;Johan//PM|NOM//parataxis//2 Matz//PM|NOM//flat//11 .//MAD//punct//11
Utrikesdepartementet;Kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//5 skulle//VB|PRT|AKT//aux//5 enligt//PP//case//4 direktiven//NN|NEU|PLU|DEF|NOM//obl//5 redovisas//VB|PRS|SFO//ROOT//5 senast//AB|SUV//case//9 den//DT|UTR|SIN|DEF//det//9 31//RG|NOM//nummod//9 december//NN|UTR|SIN|IND|NOM//obl//5 2002//RG|NOM//nummod//9 .//MAD//punct//5
Utrikesdepartementet;Den//DT|UTR|SIN|DEF//det//14 28//RG|NOM//nummod//14 november//NN|UTR|SIN|IND|NOM//obl//16 2002//RG|NOM//nummod//14 framställde//VB|PRT|AKT//conj//5 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//16 en//DT|UTR|SIN|IND//det//19 begäran//NN|UTR|SIN|IND|NOM//obj//16 om//PP//case//22 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 tid//NN|UTR|SIN|IND|NOM//nmod//19 för//PP//case//24 utredningsarbetet//NN|NEU|SIN|DEF|NOM//nmod//22 .//MAD//punct//5
Utrikesdepartementet;Den//DT|UTR|SIN|DEF//det//2 9//RO|NOM//nummod//2 januari//NN|UTR|SIN|IND|NOM//obl//4 2003//RG|NOM//nummod//2 biföll//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 en//DT|UTR|SIN|IND//det//7 begäran//NN|UTR|SIN|IND|NOM//obj//4 från//PP//case//9 kommissionen//NN|UTR|SIN|DEF|NOM//nmod//7 om//PP//case//12 förlängd//PC|PRF|UTR|SIN|IND|NOM//amod//12 uppdragstid//NN|UTR|SIN|IND|NOM//nmod//9 .//MAD//punct//4
Utrikesdepartementet;Därvid//AB//advmod//15 bestämdes//VB|PRT|SFO//parataxis//4 att//SN//mark//19 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//19 skulle//VB|PRT|AKT//aux//19 redovisas//VB|INF|SFO//ccomp//15 senast//AB|SUV//case//23 den//DT|UTR|SIN|DEF//det//23 10//RG|NOM//nummod//23 mars//NN|UTR|SIN|IND|NOM//obl//19 2003//RG|NOM//nummod//23 .//MAD//punct//4
Utrikesdepartementet;Härmed//AB//advmod//1 överlämnas//VB|PRS|SFO//ROOT//1 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 rapport//NN|UTR|SIN|IND|NOM//nsubj:pass//1 ”//PAD//punct//7 Ett//DT|NEU|SIN|IND//det//7 diplomatiskt//JJ|POS|NEU|SIN|IND|NOM//amod//7 misslyckande//NN|NEU|SIN|IND|NOM//appos//1 ://MID//punct//7
Utrikesdepartementet;Fallet//NN|NEU|SIN|DEF|NOM//nmod//10 Raoul//PM|NOM//nmod:poss//11 Wallenberg//PM|NOM//appos//7 och//KN//cc//15 den//DT|UTR|SIN|DEF//det//15 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 utrikesledningen//NN|UTR|SIN|DEF|NOM//conj//11 ”//PM|NOM//punct//7 .//MAD//punct//1
Utrikesdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 februari//NN|UTR|SIN|IND|NOM//obl//0 2003//RG|NOM//nummod//2 .//MAD//punct//0
Utrikesdepartementet;Ingemar//PM|NOM//ROOT//0 Eliasson//PM|NOM//flat:name//0
Utrikesdepartementet;Johan//PM|NOM//ROOT//0 Matz//PM|NOM//flat//0

