Översyn och internationell utblick;Expertgruppsrapport//NN|UTR|SIN|IND|NOM//ROOT//0
Översyn och internationell utblick;Grundlagsutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 rapport//NN|UTR|SIN|IND|NOM//nmod//2 XIII//RG|NOM//ROOT//2
Översyn och internationell utblick;Stockholm//PM|NOM//ROOT//0 2008//RG|NOM//nummod//0

Förord;Grundlagsutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppgift//NN|UTR|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//IE//mark//4 göra//VB|INF|AKT//ccomp//2 en//DT|UTR|SIN|IND//det//7 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//7 översyn//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//9 regeringsformen//NN|UTR|SIN|DEF|NOM//nmod//7 .//MAD//punct//2
Förord;De//DT|UTR/NEU|PLU|DEF//det//13 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 målen//NN|NEU|PLU|DEF|NOM//appos//2 för//PP//case//16 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 arbete//NN|NEU|SIN|IND|NOM//nmod//13 är//VB|PRS|AKT//cop//13 att//IE//mark//19 stärka//VB|INF|AKT//acl//13 och//KN//cc//21 fördjupa//VB|INF|AKT//conj//19 den//DT|UTR|SIN|DEF//det//24 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 folkstyrelsen//NN|UTR|SIN|DEF|NOM//obj//21 ,//MID//punct//24 att//IE//mark//27 öka//VB|INF|AKT//acl//13 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//29 förtroende//NN|NEU|SIN|IND|NOM//obj//27 för//PP//case//32 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//32 funktionssätt//NN|NEU|SIN|IND|NOM//obl//27 och//KN//cc//35 att//IE//mark//35 höja//VB|INF|AKT//conj//27 valdeltagandet//NN|NEU|SIN|DEF|NOM//obj//35 .//MAD//punct//2
Förord;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//39 behandlar//VB|PRS|AKT//parataxis//2 bl.a.//AB|AN//advmod//39 frågor//NN|UTR|PLU|IND|NOM//obj//39 om//PP//case//43 valsystemet//NN|NEU|SIN|DEF|NOM//nmod//41 ,//MID//punct//45 folkomröstningar//NN|UTR|PLU|IND|NOM//conj//43 ,//MID//punct//47 förhållandet//NN|NEU|SIN|DEF|NOM//conj//43 mellan//PP//case//49 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//47 och//KN//cc//51 regeringen//NN|UTR|SIN|DEF|NOM//conj//49 samt//KN//cc//54 domstolarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//54 roll//NN|UTR|SIN|IND|NOM//conj//49 i//PP//case//58 det//DT|NEU|SIN|DEF//det//58 konstitutionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 systemet//NN|NEU|SIN|DEF|NOM//nmod//54 .//MAD//punct//39
Förord;Grundlagsutredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 getts//VB|SUP|SFO//ROOT//2 ett//DT|NEU|SIN|IND//det//5 brett//JJ|POS|NEU|SIN|IND|NOM//amod//5 mandat//NN|NEU|SIN|IND|NOM//obj//2 för//PP//case//8 sitt//PS|NEU|SIN|DEF//nmod:poss//8 uppdrag//NN|NEU|SIN|IND|NOM//nmod//5 och//KN//cc//14 enligt//PP//case//11 direktiven//NN|NEU|PLU|DEF|NOM//obl//14 kan//VB|PRS|AKT//aux//14 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//14 ta//VB|INF|AKT//conj//2 upp//PL//compound:prt//14 alla//DT|UTR/NEU|PLU|IND/DEF//det//17 frågor//NN|UTR|PLU|IND|NOM//obj//14 som//HP|-|-|-//nsubj:pass//20 kan//VB|PRS|AKT//aux//20 anses//VB|INF|SFO//acl:relcl//17 falla//VB|INF|AKT//xcomp//20 inom//PP//case//26 ramen//NN|UTR|SIN|DEF|NOM//fixed//22 för//PP//fixed//22 de//DT|UTR/NEU|PLU|DEF//det//26 frågeställningar//NN|UTR|PLU|IND|NOM//obl//21 som//HP|-|-|-//obj//29 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//29 har//VB|PRS|AKT//aux//33 i//PP//advmod//33 uppdrag//NN|NEU|SIN|IND|NOM//fixed//30 att//IE//mark//33 se//VB|INF|AKT//conj//2 över//PL//compound:prt//33 .//MAD//punct//2
Förord;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//37 har//VB|PRS|AKT//aux//41 mot//PP//case//40 denna//DT|UTR|SIN|DEF//det//40 bakgrund//NN|UTR|SIN|IND|NOM//obl//41 beslutat//VB|SUP|AKT//conj//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//41 för//PP//mark//45 att//IE//mark//45 behandla//VB|INF|AKT//advcl//41 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 bestämmelser//NN|UTR|PLU|IND|NOM//obj//45 som//HP|-|-|-//nsubj//49 rör//VB|PRS|AKT//acl:relcl//47 krisberedskapen//NN|UTR|SIN|DEF|NOM//obj//49 i//PP//case//52 grundlagen//NN|UTR|SIN|DEF|NOM//obl//49 och//KN//cc//57 då//AB//advmod//57 framför//PP//case//57 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//55 bestämmelserna//NN|UTR|PLU|DEF|NOM//conj//47 om//PP//case//59 krig//NN|NEU|SIN|IND|NOM//nmod//57 och//KN//cc//61 krigsfara//NN|UTR|SIN|IND|NOM//conj//59 i//PP//case//65 13//RG|NOM//nummod//64 kap.//NN|AN//nmod//65 regeringsformen//NN|UTR|SIN|DEF|NOM//nmod//61 .//MAD//punct//2
Förord;Mot//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 bakgrund//NN|UTR|SIN|IND|NOM//obl//3 tillsatte//VB|PRT|AKT//ROOT//3 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 hösten//NN|UTR|SIN|DEF|NOM//obj//3 2007//RG|NOM//nummod//5 en//DT|UTR|SIN|IND//det//8 expertgrupp//NN|UTR|SIN|IND|NOM//obj//3 under//PP//case//10 ledning//NN|UTR|SIN|IND|NOM//nmod//8 av//PP//case//13 hovrättspresidenten//NN|UTR|SIN|DEF|NOM//nmod//13 Johan//PM|NOM//nmod//10 Hirschfeldt//PM|NOM//flat:name//13 .//MAD//punct//3
Förord;I//PP//case//17 gruppen//NN|UTR|SIN|DEF|NOM//obl//18 ingick//VB|PRT|AKT//conj//3 vidare//AB|KOM//advmod//18 Ove//PM|NOM//nsubj//18 Bring//PM|NOM//flat:name//20 ,//MID//punct//20 professor//NN|UTR|SIN|IND|NOM//conj//20 ,//MID//punct//25 Henrik//PM|NOM//conj//20 Jermsten//PM|NOM//flat:name//25 ,//MID//punct//28 regeringsråd//NN|NEU|SIN|IND|NOM//conj//20 ,//MID//punct//33 samt//KN//cc//33 från//PP//case//33 Grundlagsutredningens//PM|GEN//nmod:poss//33 sekretariat//NN|NEU|SIN|IND|NOM//conj//18 ,//MID//punct//33 Anders//PM|NOM//appos//33 Eka//PM|NOM//flat//35 ,//MID//punct//38 chefsrådman//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//33
Förord;Sekreteraruppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//43 i//PP//case//42 gruppen//NN|UTR|SIN|DEF|NOM//nmod//40 fullgjordes//VB|PRT|SFO//acl:relcl//33 av//PP//case//48 Katarina//PM|NOM//nmod:poss//48 Rikte//PM|NOM//flat//45 ,//MID//punct//48 rådman//NN|UTR|SIN|IND|NOM//obl:agent//43 .//MAD//punct//3
Förord;Expertgruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 uppgift//NN|UTR|SIN|IND|NOM//nsubj//3 var//VB|PRT|AKT//ROOT//3 att//IE//mark//5 göra//VB|INF|AKT//csubj//3 en//DT|UTR|SIN|IND//det//8 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//8 översyn//NN|UTR|SIN|IND|NOM//obj//5 av//PP//case//10 reglerna//NN|UTR|PLU|DEF|NOM//nmod//8 i//PP//case//14 13//RG|NOM//nummod//13 kap.//NN|AN//nmod//14 regeringsformen//NN|UTR|SIN|DEF|NOM//nmod//10 om//PP//case//16 krig//NN|NEU|SIN|IND|NOM//nmod//14 och//KN//cc//18 krigsfara//NN|UTR|SIN|IND|NOM//conj//16 .//MAD//punct//3
Förord;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//24 har//VB|PRS|AKT//aux//24 även//AB//advmod//24 bl.a.//AB|AN//advmod//24 behandlat//VB|SUP|AKT//parataxis//3 befogenheten//NN|UTR|SIN|DEF|NOM//obj//24 att//IE//mark//27 sätta//VB|INF|AKT//acl//25 in//PL//compound:prt//27 rikets//NN|NEU|SIN|DEF|GEN//nmod:poss//30 försvarsmakt//NN|UTR|SIN|IND|NOM//obj//27 samt//KN//cc//32 frågan//NN|UTR|SIN|DEF|NOM//conj//30 om//PP//case//34 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//32 i//PP//case//36 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//38 bör//VB|PRS|AKT//aux//38 införas//VB|INF|SFO//conj//24 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//38 som//HP|-|-|-//nsubj//41 ger//VB|PRS|AKT//acl:relcl//39 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//43 handlingsutrymme//NN|NEU|SIN|IND|NOM//obj//41 för//PP//case//45 statsmakterna//NN|UTR|PLU|DEF|NOM//nmod//43 i//PP//case//48 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 kriser//NN|UTR|PLU|IND|NOM//obl//41 .//MAD//punct//3
Förord;Expertgruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//2 redovisas//VB|PRS|SFO//ROOT//2 i//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 rapport//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
Förord;I//PP//case//9 en//DT|UTR|SIN|IND//det//9 bilaga//NN|UTR|SIN|IND|NOM//obl//12 till//PP//case//11 rapporten//NN|UTR|SIN|DEF|NOM//nmod//9 redovisas//VB|PRS|SFO//conj//2 vidare//AB|KOM//advmod//12 bl.a.//AB|AN//advmod//16 en//DT|UTR|SIN|IND//det//16 kartläggning//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//21 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 länders//NN|NEU|PLU|IND|GEN//nmod:poss//21 konstitutionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 regler//NN|UTR|PLU|IND|NOM//nmod//16 rörande//PP//case//23 krig//NN|NEU|PLU|IND|NOM//nmod//16 och//KN//cc//27 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 extraordinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 förhållanden//NN|NEU|PLU|IND|NOM//conj//23 ,//MID//punct//27 som//HP|-|-|-//nsubj:pass//30 utförts//VB|SUP|SFO//acl:relcl//27 av//PP//case//32 fil//NN|UTR|SIN|IND|NOM//obl:agent//30 .//MID//punct//2
Förord;dr//NN|AN//nmod//35 Anna//PM|NOM//dep//2 Khakee//PM|NOM//flat:name//35 .//MAD//punct//2
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 bör//VB|PRS|AKT//aux//2 betonas//VB|INF|SFO//ROOT//2 att//SN//mark//14 de//DT|UTR/NEU|PLU|DEF//det//5 bedömningar//NN|UTR|PLU|IND|NOM//nsubj//14 och//KN//cc//7 förslag//NN|NEU|PLU|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//9 presenteras//VB|PRS|SFO//acl:relcl//7 i//PP//case//11 rapporten//NN|UTR|SIN|DEF|NOM//obl//9 är//VB|PRS|AKT//cop//14 expertgruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//2 .//MAD//punct//14
Förord;Grundlagsutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//20 har//VB|PRS|AKT//aux//20 inte//AB//advmod//20 prövat//VB|SUP|AKT//conj//2 och//KN//cc//22 tagit//VB|SUP|AKT//conj//20 ställning//NN|UTR|SIN|IND|NOM//obj//22 till//PP//case//25 innehållet//NN|NEU|SIN|DEF|NOM//obl//22 i//PP//case//27 rapporten//NN|UTR|SIN|DEF|NOM//nmod//25 .//MAD//punct//2
Förord;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 maj//NN|UTR|SIN|IND|NOM//obl//0 2008//RG|NOM//nummod//2
Förord;Anders//PM|NOM//nmod//1 Eka//PM|NOM//ROOT//1
Förord;Kanslichef//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 huvudsekreterare//NN|UTR|SIN|IND|NOM//conj//0


