Vårt uppdrag;Vårt//PS|NEU|SIN|DEF//nmod:poss//1 huvuduppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//IE//mark//4 se//VB|INF|AKT//ccomp//2 över//PL//case//8 den//DT|UTR|SIN|DEF//det//8 s.k.//AB|AN//amod//8 registerlagstiftningen//NN|UTR|SIN|DEF|NOM//obl//4 och//KN//cc//10 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//8 därmed//AB//advmod//4 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 frågor//NN|UTR|PLU|IND|NOM//obj//4 .//MAD//punct//2
Vårt uppdrag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//18 ska//VB|PRS|AKT//aux//18 bl.a.//AB|AN//advmod//18 utarbeta//VB|INF|AKT//parataxis//2 en//DT|UTR|SIN|IND//det//21 generell//JJ|POS|UTR|SIN|IND|NOM//amod//21 modell//NN|UTR|SIN|IND|NOM//obj//18 för//PP//case//23 reglering//NN|UTR|SIN|IND|NOM//obl//18 av//PP//case//25 registerfrågor//NN|UTR|PLU|IND|NOM//nmod//23 samt//KN//cc//27 lämna//VB|INF|AKT//conj//18 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 förslag//NN|NEU|PLU|IND|NOM//obj//27 till//PP//case//31 registerförfattningar//NN|UTR|PLU|IND|NOM//nmod//29 inom//PP//case//35 särskilt//AB//advmod//34 utvalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 verksamhetsområden//NN|NEU|PLU|IND|NOM//obl//27 .//MAD//punct//18
Vårt uppdrag;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 delbetänkande//NN|NEU|SIN|IND|NOM//obl//3 redovisar//VB|PRS|AKT//ROOT//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//3 vårt//PS|NEU|SIN|DEF//nmod:poss//6 uppdrag//NN|NEU|SIN|IND|NOM//obj//3 när//HA//mark//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 gäller//VB|PRS|AKT//advcl//3 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 delfrågor//NN|UTR|PLU|IND|NOM//obj//9 .//MAD//punct//3
Vårt uppdrag;•//NN|UTR|SIN|IND|NOM//mark//15 Om//SN//case//2 överskottsinformation//NN|UTR|SIN|IND|NOM//nsubj:pass//15 vid//PP//case//4 direktåtkomst//NN|UTR|SIN|IND|NOM//nmod//2 och//KN//cc//8 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//8 tillgång//NN|UTR|SIN|IND|NOM//conj//4 till//PP//case//13 annan//JJ|POS|UTR|SIN|IND|NOM//amod//11 myndighets//NN|UTR|SIN|IND|GEN//nmod:poss//13 elektroniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 informationssamling//NN|UTR|SIN|IND|NOM//nmod//8 bör//VB|PRS|AKT//aux//15 undantas//VB|INF|SFO//ROOT//15 från//PP//case//19 begreppet//NN|NEU|SIN|DEF|NOM//nmod//19 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//19 handling//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//15
Vårt uppdrag;"•//NN|UTR|SIN|IND|NOM//nsubj//47 Om//AB//mark//8 –//NN|UTR|SIN|IND|NOM//punct//8 för//PP//advmod//8 det//DT|NEU|SIN|DEF//fixed//3 fall//NN|NEU|SIN|IND|NOM//fixed//3 överskottsinformation//NN|UTR|SIN|IND|NOM//nsubj:pass//8 inte//AB//advmod//8 undantas//VB|INF|SFO//advcl//47 från//PP//case//12 begreppet//NN|NEU|SIN|DEF|NOM//nmod//12 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//12 handling//NN|UTR|SIN|IND|NOM//obl//8 –//RG|NOM//punct//8 de//DT|UTR/NEU|PLU|DEF//det//15 bestämmelser//NN|UTR|PLU|IND|NOM//appos//8 som//HP|-|-|-//nsubj:pass//17 förts//VB|SUP|SFO//acl:relcl//15 in//PL//compound:prt//17 i//PP//case//20 offentlighets-//NN|UTR|-|-|SMS//obl//17 och//KN//cc//22 sekretesslagen//NN|UTR|SIN|DEF|NOM//conj//20 (//PAD//punct//24 2009:400//RG|NOM//appos//15 ;//MID//punct//24"
Vårt uppdrag;OSL//NN|AN//appos//15 )//PAD//punct//26 med//PP//case//29 anledning//NN|UTR|SIN|IND|NOM//obl//8 av//PP//case//33 den//DT|UTR|SIN|DEF//det//33 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 ordningen//NN|UTR|SIN|DEF|NOM//nmod//29 (//PAD//punct//8 bl.a.//AB|AN//advmod//36 11//RG|NOM//nummod//37 kap.//NN|AN//nmod//39 4//RG|NOM//nummod//39 §//NN|AN//obl//8 och//KN//cc//42 25//RG|NOM//nummod//42 kap.//NN|AN//conj//39 2//RG|NOM//nummod//44 §//NN|AN//nmod//45 OSL//NN|AN//nmod//42 )//PAD//punct//8 har//VB|PRS|AKT//ROOT//47 en//DT|UTR|SIN|IND//det//50 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//50 utformning//NN|UTR|SIN|IND|NOM//obj//47 eller//KN//cc//55 om//SN//mark//55 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//55 bör//VB|PRS|AKT//aux//55 justeras//VB|INF|SFO//conj//47 .//MAD//punct//47
Vårt uppdrag;•//NN|UTR|SIN|IND|NOM//mark//3 Om//SN//mark//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 finns//VB|PRS|SFO//ROOT//3 skäl//NN|NEU|PLU|IND|NOM//nsubj//3 att//IE//mark//8 i//PP//case//7 registerförfattningar//NN|UTR|PLU|IND|NOM//obl//8 upprätthålla//VB|INF|AKT//acl//4 åtskillnaden//NN|UTR|SIN|DEF|NOM//obj//8 mellan//PP//case//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 former//NN|UTR|PLU|IND|NOM//obl//8 av//PP//case//15 elektroniskt//JJ|POS|NEU|SIN|IND|NOM//advmod//15 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//12 .//MAD//punct//3
Vårt uppdrag;Redovisningen//NN|UTR|SIN|DEF|NOM//nsubj//7 i//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 betänkande//NN|NEU|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//7 således//AB//advmod//7 enbart//AB//advmod//7 inriktad//PC|PRF|UTR|SIN|IND|NOM//ROOT//7 på//PP//case//9 frågeställningar//NN|UTR|PLU|IND|NOM//obl//7 som//HP|-|-|-//nsubj//11 gäller//VB|PRS|AKT//acl:relcl//9 elektroniskt//JJ|POS|NEU|SIN|IND|NOM//advmod//13 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//11 från//PP//advmod//11 eller//KN//cc//16 inhämtande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//14 till//PP//case//18 myndigheter//NN|UTR|PLU|IND|NOM//obl//11 genom//PP//case//20 direktåtkomst//NN|UTR|SIN|IND|NOM//obl//11 eller//KN//cc//22 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//20 .//MAD//punct//7
Vårt uppdrag;Bakgrunden//NN|UTR|SIN|DEF|NOM//nsubj//32 till//PP//case//26 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//24 i//PP//case//29 denna//DT|UTR|SIN|DEF//det//29 del//NN|UTR|SIN|IND|NOM//nmod//24 är//VB|PRS|AKT//cop//32 de//DT|UTR/NEU|PLU|DEF//det//32 problem//NN|NEU|PLU|IND|NOM//parataxis//7 som//HP|-|-|-//nsubj:pass//36 genom//PP//case//35 åren//NN|NEU|PLU|DEF|NOM//obl//36 uppmärksammats//VB|SUP|SFO//acl:relcl//32 i//PP//case//41 bl.a.//AB|AN//advmod//41 ett//DT|NEU|SIN|IND//det//40 antal//NN|NEU|SIN|IND|NOM//nmod//41 lagstiftningsärenden//NN|NEU|PLU|IND|NOM//obl//36 och//KN//cc//48 i//PP//case//48 samband//NN|NEU|SIN|IND|NOM//fixed//43 med//PP//fixed//43 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 myndighetsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 informationsutbytesprojekt//NN|NEU|PLU|IND|NOM//conj//41 ,//MID//punct//54 dels//KN//advmod//54 beträffande//PP//case//53 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//53 utlämnande//NN|NEU|SIN|IND|NOM//amod//54 sett//PC|PRF|NEU|SIN|IND|NOM//conj//36 i//PP//case//58 förhållande//NN|NEU|SIN|IND|NOM//fixed//55 till//PP//fixed//55 tryckfrihetsförordningen//NN|UTR|SIN|DEF|NOM//obl//54 (//PAD//punct//58 TF//PM|NOM//appos//58 )//PAD//punct//32 ,//MID//punct//65 dels//KN//advmod//65 beträffande//PP//case//65 svårigheterna//NN|UTR|PLU|DEF|NOM//conj//32 att//IE//mark//67 avgränsa//VB|INF|AKT//acl//65 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//67 i//PP//case//71 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 registerförfattningar//NN|UTR|PLU|IND|NOM//obl//72 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 begreppet//NN|NEU|SIN|DEF|NOM//nmod//74 direktåtkomst//NN|UTR|SIN|IND|NOM//obj//67 från//PP//case//78 annat//JJ|POS|NEU|SIN|IND|NOM//amod//78 elektroniskt//JJ|POS|NEU|SIN|IND|NOM//advmod//78 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//65 ,//MID//punct//81 ofta//AB|POS//advmod//81 kallat//PC|PRF|NEU|SIN|IND|NOM//conj//32 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//81 på//PP//case//84 medium//NN|NEU|SIN|IND|NOM//obl//81 för//PP//case//87 automatiserad//PC|PRF|UTR|SIN|IND|NOM//amod//87 behandling//NN|UTR|SIN|IND|NOM//nmod//84 .//MAD//punct//32

Frågan om en grundlagsändring;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//4 i//PP//case//2 grundlagsfrågan//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//4 avgränsat//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 till//PP//mark//9 att//SN//mark//9 vi//PN|UTR|PLU|DEF|SUB//nsubj//9 ska//VB|PRS|AKT//aux//9 överväga//VB|INF|AKT//advcl//4 en//DT|UTR|SIN|IND//det//11 inskränkning//NN|UTR|SIN|IND|NOM//obj//9 i//PP//case//13 handlingsoffentligheten//NN|UTR|SIN|DEF|NOM//nmod//11 såvitt//AB//advmod//15 avser//VB|PRS|AKT//conj//4 överskottsinformation//NN|UTR|SIN|IND|NOM//obj//15 vid//PP//case//18 direktåtkomst//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//4
