Sammanfattning;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//6 ://MID//punct//0
Sammanfattning; //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 rapport//NN|UTR|SIN|IND|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 resultatet//NN|NEU|SIN|DEF|NOM//nsubj:pass//28 av//PP//case//9 ett//DT|NEU|SIN|IND//det//9 uppdrag//NN|NEU|SIN|IND|NOM//nmod//6 från//PP//case//11 Miljövårdsberedningen//PM|NOM//nmod//9 (//PAD//punct//6 Jo1968//PM|NOM//discourse//15 ://MID//punct//13
Sammanfattning;A//NN|NEU|SIN|IND|NOM//appos//6 )//PAD//punct//15 med//PP//case//18 syfte//NN|NEU|SIN|IND|NOM//conj//15 att//IE//mark//20 uppskatta//VB|INF|AKT//advcl//6 hur//HA//advmod//22 mycket//AB|POS//amod//23 arealen//NN|UTR|SIN|DEF|NOM//nmod//26 skyddad//PC|PRF|UTR|SIN|IND|NOM//amod//26 produktiv//JJ|POS|UTR|SIN|IND|NOM//amod//26 skogsmark//NN|UTR|SIN|IND|NOM//nsubj:pass//28 behöver//VB|PRS|AKT//aux//28 utökas//VB|INF|SFO//ROOT//28 för//PP//mark//31 att//IE//mark//31 nå//VB|INF|AKT//advcl//28 de//PN|UTR/NEU|PLU|DEF|SUB//obj//31 av//PP//case//34 riksdagen//NN|UTR|SIN|DEF|NOM//obl//31 beslutade//VB|PRT|AKT//conj//28 miljömålen//NN|NEU|PLU|IND|NOM//obj//35 .//MAD//punct//35
Sammanfattning;Uppskattningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//41 av//PP//case//40 skyddsbehovet//NN|NEU|SIN|DEF|NOM//nmod//38 koncentreras//VB|PRS|SFO//parataxis//35 på//PP//case//44 produktiv//JJ|POS|UTR|SIN|IND|NOM//amod//44 skogsmark//NN|UTR|SIN|IND|NOM//obl//41 nedan//AB//advmod//41 gränsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//41 för//PP//case//49 fjällnära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 skog//NN|UTR|SIN|IND|NOM//nmod//46 (//PAD//punct//49 enligt//PP//case//52 SKSFS//PM|NOM//obl//41 1991:3//RG|NOM//nummod//52 )//PAD//punct//41 .//MAD//punct//28
Sammanfattning;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//58 har//VB|PRS|AKT//aux//58 genomförts//VB|SUP|SFO//parataxis//28 med//PP//case//60 stöd//NN|NEU|SIN|IND|NOM//obl//58 av//PP//case//62 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nmod//60 ,//MID//punct//64 Skogsstyrelsen//NN|UTR|SIN|DEF|NOM//conj//58 m.fl.//AB|AN//punct//64 databasvärdar//NN|UTR|PLU|IND|NOM//conj//58 och//KN//cc//70 i//PP//case//70 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 samråd//NN|NEU|SIN|IND|NOM//conj//66 med//PP//case//73 Miljövårdsberedningens//NN|UTR|SIN|DEF|GEN//nmod:poss//73 kansli//NN|NEU|SIN|IND|NOM//nmod//70 .//MAD//punct//58
Sammanfattning;Metoder//NN|UTR|PLU|IND|NOM//nsubj//22 ://MID//punct//0
Sammanfattning; //_SP////1 Med//PP//case//8 den//DT|UTR|SIN|DEF//det//6 biologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 mångfaldens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 ansikten//NN|NEU|PLU|IND|NOM//nmod//0 i//PP//case//12 det//DT|NEU|SIN|DEF//det//12 avlånga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 Sverige//PM|NOM//nmod//8 som//KN//nsubj:pass//15 utgångspunkt//NN|UTR|SIN|IND|NOM//nsubj:pass//15 redovisas//VB|PRS|SFO//acl:relcl//12 i//PP//case//19 denna//DT|UTR|SIN|DEF//det//18 rapport//NN|UTR|SIN|IND|NOM//nmod//19 skyddsbehovet//NN|NEU|SIN|DEF|NOM//obl//15 i//PP//case//21 areal//NN|UTR|SIN|IND|NOM//nmod//19 uppdelat//PC|PRF|NEU|SIN|IND|NOM//ROOT//22 på//PP//case//31 fyra//RG|NOM//nummod//31 geografiskt//AB|POS//amod//31 ,//MID//punct//27 biologiskt//AB|POS//amod//31 och//KN//cc//30 kulturellt//AB|POS//advmod//30 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 regioner//NN|UTR|PLU|IND|NOM//obl//22 .//MAD//punct//22
Sammanfattning;Från//PP//case//34 söder//NN|UTR|SIN|IND|NOM//obl//22 till//PP//case//36 norr//NN|UTR|SIN|IND|NOM//obl//34 är//VB|PRS|AKT//conj//22 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//37 ://MID//punct//38
Sammanfattning;den//DT|UTR|SIN|DEF//det//42 nemorala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 ädellövskogsregionen//NN|UTR|SIN|DEF|NOM//appos//38 ,//MID//punct//42 den//DT|UTR|SIN|DEF//det//46 mellansvenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 övergången//NN|UTR|SIN|DEF|NOM//conj//42 mellan//PP//case//48 ädellövskog//NN|UTR|SIN|IND|NOM//nmod//46 och//KN//cc//50 barrskog//NN|UTR|SIN|IND|NOM//conj//48 samt//KN//cc//54 den//DT|UTR|SIN|DEF//det//54 boreala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 barrskogsregionen//NN|UTR|SIN|DEF|NOM//conj//42 som//HP|-|-|-//nsubj:pass//56 delas//VB|PRS|SFO//acl:relcl//54 i//PP//case//63 en//DT|UTR|SIN|IND//det//63 sydlig//JJ|POS|UTR|SIN|IND|NOM//amod//63 och//KN//cc//63 en//DT|UTR|SIN|IND//det//63 nordlig//JJ|POS|UTR|SIN|IND|NOM//amod//63 del//NN|UTR|SIN|IND|NOM//obl//56 .//MAD//punct//42
Sammanfattning;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//72 för//PP//case//68 denna//DT|UTR|SIN|DEF//det//68 redovisning//NN|UTR|SIN|IND|NOM//nmod//65 är//VB|PRS|AKT//cop//72 en//DT|UTR|SIN|IND//det//72 grundlig//JJ|POS|UTR|SIN|IND|NOM//amod//72 genomgång//NN|UTR|SIN|IND|NOM//conj//42 av//PP//case//77 14//RG|NOM//nummod//76 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 skogsmiljöers//NN|UTR|PLU|IND|GEN//nmod:poss//77 ekologi//NN|UTR|SIN|IND|NOM//nmod//72 .//MAD//punct//72
Sammanfattning;Baserat//PC|PRF|NEU|SIN|IND|NOM//advcl//25 på//PP//case//2 kunskaper//NN|UTR|PLU|IND|NOM//obl//0 om//PP//case//5 ståndortens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 förutsättningar//NN|UTR|PLU|IND|NOM//obl//0 för//PP//mark//8 att//IE//mark//8 hysa//VB|INF|AKT//advcl//0 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 skogstyper//NN|UTR|PLU|IND|NOM//obj//8 ,//MID//punct//13 ekologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 tröskelvärden//NN|NEU|PLU|IND|NOM//conj//10 för//PP//case//15 bevarande//NN|NEU|SIN|IND|NOM//nmod//13 av//PP//case//17 arter//NN|UTR|PLU|IND|NOM//nmod//15 i//PP//case//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 livsmiljöer//NN|UTR|PLU|IND|NOM//nmod//17 och//KN//cc//24 skogens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 tillstånd//NN|NEU|SIN|IND|NOM//conj//17 görs//VB|PRS|SFO//ROOT//25 sedan//AB//advmod//25 en//DT|UTR|SIN|IND//det//28 bristanalys//NN|UTR|SIN|IND|NOM//amod//29 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 skogsmiljöerna//NN|UTR|PLU|DEF|NOM//obl//25 .//MAD//punct//25
